Time,PV,OP,,,,,,,,,
39,6.84050572489302,16.11562125678180,,,,,,,,,
40,3.63781273935836,14.87013976569290,,,,,,,,,
41,1.65097916697066,17.24014441962360,,,,,,,,,
42,0.71391213511031,9.60869567389607,,,,,,,,,
43,0.77911866282027,9.11631743903279,,,,,,,,,
44,0.50803292368453,1.61728255744099,,,,,,,,,
45,-0.09970175649125,-0.23502666954876,,,,,,,,,
46,-0.45051466847856,-5.29700667862773,,,,,,,,,
47,-0.40258585835893,-6.69876067047000,,,,,,,,,
48,-0.79814755345781,-7.04298241143108,,,,,,,,,
49,-0.97399317647416,-7.04298241143108,,,,,,,,,
50,-1.15223395253618,-7.04298241143108,,,,,,,,,
51,-0.70588671590288,-7.04298241143108,,,,,,,,,
52,-1.33158575917680,-7.04298241143108,,,,,,,,,
53,-1.50522505666215,-7.04298241143108,,,,,,,,,
54,-1.11948096181352,-7.04298241143108,,,,,,,,,
55,-1.53317343617875,-6.36630035643459,,,,,,,,,
56,-1.83597361470659,-7.04298241143108,,,,,,,,,
57,-1.82302128697831,-7.04298241143108,,,,,,,,,
58,-2.12888228322465,-7.04298241143108,,,,,,,,,
59,-1.67190634633500,-7.04298241143108,,,,,,,,,
60,0.50871098612349,-7.04298241143108,,,,,,,,,
61,3.48574174021285,-4.57303602700115,,,,,,,,,
62,5.75530160044234,-3.04191286568523,,,,,,,,,
63,8.83858025644820,6.41641108985066,,,,,,,,,
64,7.67819798563521,14.08881347174760,,,,,,,,,
65,5.07975209330123,8.65562407965779,,,,,,,,,
66,3.21854222391646,5.12096564765095,,,,,,,,,
67,2.48552620981734,19.33975570197220,,,,,,,,,
68,1.27211201761763,7.86624972815632,,,,,,,,,
69,1.32886994455855,7.44645373816609,,,,,,,,,
70,0.86855710123580,3.95815246100544,,,,,,,,,
71,0.61365712259810,6.36561267371296,,,,,,,,,
72,0.94952405069869,2.79651992316365,,,,,,,,,
73,0.35419476603072,-5.79873771672130,,,,,,,,,
74,1.20011437510054,-5.01658351426006,,,,,,,,,
75,0.68845952127974,-6.85939278905273,,,,,,,,,
76,1.09182942484420,-1.98696501259685,,,,,,,,,
77,0.59467328165572,-7.04298241143108,,,,,,,,,
78,1.18775666330855,-7.04298241143108,,,,,,,,,
79,0.97996819590132,-4.10698635582805,,,,,,,,,
80,0.42974579905074,-7.04298241143108,,,,,,,,,
81,0.50068390940230,-7.04298241143108,,,,,,,,,
82,0.67038453196089,-7.04298241143108,,,,,,,,,
83,2.19414151285689,-7.04298241143108,,,,,,,,,
84,4.81727517221968,-6.30944026713253,,,,,,,,,
85,6.20249188517134,0.88771884436726,,,,,,,,,
86,8.12074483011763,8.03156821723103,,,,,,,,,
87,6.29108155344527,10.44695060248490,,,,,,,,,
88,3.68090165232222,11.30076758856890,,,,,,,,,
89,2.21615803812545,9.21618049140095,,,,,,,,,
90,1.56952107523482,9.33942763800740,,,,,,,,,
91,1.37749970530074,5.25283019538044,,,,,,,,,
92,1.24932396982711,8.53844039435505,,,,,,,,,
93,1.41374314402144,5.66121165747761,,,,,,,,,
94,0.46650708292525,1.62888972754597,,,,,,,,,
95,0.50573266123336,0.10854022498249,,,,,,,,,
96,0.94884026621382,6.55276935095906,,,,,,,,,
97,-0.07463395024736,-4.33600170616985,,,,,,,,,
98,0.41193783854048,-7.04298241143108,,,,,,,,,
99,0.57495606516402,-7.04298241143108,,,,,,,,,
100,1.21227372263472,-6.60744569902301,,,,,,,,,
101,1.06610501383345,-6.66136704091907,,,,,,,,,
102,0.30988896463912,-7.04298241143108,,,,,,,,,
103,2.16967022989791,-6.86512840990902,,,,,,,,,
104,3.08968175028365,-3.92339832787395,,,,,,,,,
105,3.50518429850142,-1.41042883400798,,,,,,,,,
106,5.84388840769332,1.78367393012165,,,,,,,,,
107,6.97904694651168,12.65278594489220,,,,,,,,,
108,6.22813618753951,7.84753005499958,,,,,,,,,
109,4.90356839273970,22.95203940863730,,,,,,,,,
110,3.41636956308882,14.64351050849080,,,,,,,,,
111,2.08011353586714,11.21563117499470,,,,,,,,,
112,1.20808613871138,6.66316764350056,,,,,,,,,
113,1.21657670115035,3.00441615576863,,,,,,,,,
114,1.01338303659957,3.77017085547566,,,,,,,,,
115,1.12870514963668,3.92716948981404,,,,,,,,,
116,0.69835484598677,1.76345698828816,,,,,,,,,
117,0.07516491983931,-3.25802643303753,,,,,,,,,
118,-0.27815472508867,-1.46368010048748,,,,,,,,,
119,-0.15381276036699,-7.04298241143108,,,,,,,,,
120,-0.36009680654008,-7.04298241143108,,,,,,,,,
121,0.59661019419234,-7.04298241143108,,,,,,,,,
122,-0.58241927052934,-7.04298241143108,,,,,,,,,
123,-0.16891228581865,-7.04298241143108,,,,,,,,,
124,-0.41127001668413,-7.04298241143108,,,,,,,,,
125,-0.52194868947465,-5.63189001088024,,,,,,,,,
126,-0.79610049153764,-7.04298241143108,,,,,,,,,
127,0.54064095591109,-7.04298241143108,,,,,,,,,
128,0.70688260172408,-7.04298241143108,,,,,,,,,
129,1.89212239359420,-7.04298241143108,,,,,,,,,
130,4.65960419748824,-7.04298241143108,,,,,,,,,
131,7.46593201731246,2.71242492194294,,,,,,,,,
132,9.46683800791304,23.04295127387170,,,,,,,,,
133,6.54157364939253,12.22982757086870,,,,,,,,,
134,3.70752728556197,14.25919883246540,,,,,,,,,
135,2.22213280771773,13.13545005316850,,,,,,,,,
136,1.23650181864302,9.64600532050251,,,,,,,,,
137,0.70898354624312,4.64865272040486,,,,,,,,,
138,1.47113049601119,10.42530791754840,,,,,,,,,
139,0.79654133890670,1.79203002448201,,,,,,,,,
140,0.99118340586226,3.14892261023640,,,,,,,,,
141,0.58855546091597,-2.22984106545330,,,,,,,,,
142,0.71089089487593,-5.84724183087230,,,,,,,,,
143,0.35767043207686,-3.64600832466961,,,,,,,,,
144,0.12974656199019,-7.04298241143108,,,,,,,,,
145,1.17375386332076,-7.04298241143108,,,,,,,,,
146,0.35256016825240,-5.75161738400341,,,,,,,,,
147,0.71418011759322,-7.04298241143108,,,,,,,,,
148,0.46221364115279,-7.04298241143108,,,,,,,,,
149,0.96118271921675,-7.04298241143108,,,,,,,,,
150,2.00423443888228,-7.04298241143108,,,,,,,,,
151,3.34144127939742,-4.52990586762310,,,,,,,,,
152,7.50951588724654,12.84024207587360,,,,,,,,,
153,8.81809151743453,12.37630240912560,,,,,,,,,
154,6.69906342600386,12.55918662543420,,,,,,,,,
155,4.87189877604048,12.02012794013140,,,,,,,,,
156,2.50810635660689,7.44999377722859,,,,,,,,,
157,1.71638024424117,13.39862983222130,,,,,,,,,
158,1.12949574564498,9.85342376227497,,,,,,,,,
159,0.96981633280318,10.02246634955520,,,,,,,,,
160,1.12604249094527,8.38783328528523,,,,,,,,,
161,1.50431264017623,7.37471835608601,,,,,,,,,
162,-0.21542679692705,-4.88226659302593,,,,,,,,,
163,-0.72044073964555,-3.25766880516887,,,,,,,,,
164,-1.08569704915483,-6.77193890218616,,,,,,,,,
165,-1.32816874410112,-7.04298241143108,,,,,,,,,
166,-0.78491532231767,-7.04298241143108,,,,,,,,,
167,-1.47196661855180,-6.06301428084255,,,,,,,,,
168,-1.32846772099931,-7.04298241143108,,,,,,,,,
169,-2.18838488484819,-7.04298241143108,,,,,,,,,
170,-1.39704405690629,-7.04298241143108,,,,,,,,,
171,-2.20788084889848,-7.04298241143108,,,,,,,,,
172,-1.62390028859575,-7.04298241143108,,,,,,,,,
173,-2.77419363881547,-7.04298241143108,,,,,,,,,
174,-2.03013598348100,-7.04298241143108,,,,,,,,,
175,0.54043400858443,-3.97569234375835,,,,,,,,,
176,3.20766461466353,7.60801093573689,,,,,,,,,
177,6.24018395517867,7.61020343299031,,,,,,,,,
178,9.25268090342086,9.59396331305622,,,,,,,,,
179,8.07403672312300,19.31649749274370,,,,,,,,,
180,5.22350514505904,11.37103049750450,,,,,,,,,
181,2.44890797709029,12.22452132697220,,,,,,,,,
182,2.12948430155318,19.37328116889120,,,,,,,,,
183,1.01971161936324,10.00735633368610,,,,,,,,,
184,0.93361294840377,10.01266257758260,,,,,,,,,
185,0.62674344156783,-0.46030027871013,,,,,,,,,
186,0.11818469141524,4.62421386237263,,,,,,,,,
187,0.30381644342940,-2.60599310402752,,,,,,,,,
188,-0.83026730443437,-6.50914539103389,,,,,,,,,
189,-0.12177836324174,-7.04298241143108,,,,,,,,,
190,-0.59760510350664,-7.04298241143108,,,,,,,,,
191,-1.06991040135820,-7.04298241143108,,,,,,,,,
192,-1.84472262288530,-7.04298241143108,,,,,,,,,
193,-1.67379509831865,-7.04298241143108,,,,,,,,,
194,-1.83369004155595,-7.04298241143108,,,,,,,,,
195,-2.35127961064775,-7.04298241143108,,,,,,,,,
196,-1.36263405705888,0.57709567542195,,,,,,,,,
197,-3.16590535069902,-7.04298241143108,,,,,,,,,
198,0.26336539362471,-7.04298241143108,,,,,,,,,
199,1.40350545023482,-7.04298241143108,,,,,,,,,
200,4.99403203104537,7.76238124365925,,,,,,,,,
201,8.79395974253218,12.33245246405720,,,,,,,,,
202,8.53526414011519,13.51635711188430,,,,,,,,,
203,5.87519944284957,14.63238112921830,,,,,,,,,
204,3.08603203867476,16.59199492926720,,,,,,,,,
205,0.95304120157759,6.40432708258747,,,,,,,,,
206,1.01222909067671,10.19022147650840,,,,,,,,,
207,1.52210152720015,20.47644202704550,,,,,,,,,
208,0.24254763697188,0.40241448874592,,,,,,,,,
209,0.54178631876509,1.56047408576130,,,,,,,,,
210,-1.25151717091997,-5.26962561612011,,,,,,,,,
211,-1.00650011922319,-5.37504358296276,,,,,,,,,
212,-1.40490376378496,-7.04298241143108,,,,,,,,,
213,-1.50864970113237,-7.04298241143108,,,,,,,,,
214,-1.36148249532182,-7.04298241143108,,,,,,,,,
215,-2.62286936665971,-7.04298241143108,,,,,,,,,
216,-1.54504906560380,-7.04298241143108,,,,,,,,,
217,-2.38963686849077,-7.04298241143108,,,,,,,,,
218,-3.07395970250566,-7.04298241143108,,,,,,,,,
219,-3.29818283940751,-7.04298241143108,,,,,,,,,
220,-3.63244091893632,-7.04298241143108,,,,,,,,,
221,-3.02399145986039,-7.04298241143108,,,,,,,,,
222,-3.45913445378740,-7.04298241143108,,,,,,,,,
223,-3.26098095799882,-7.04298241143108,,,,,,,,,
224,-1.91985403920610,-7.04298241143108,,,,,,,,,
225,2.41209710215132,-5.86392195229412,,,,,,,,,
226,6.90021527384322,10.76036994452600,,,,,,,,,
227,10.81612885569140,16.33752601142050,,,,,,,,,
228,8.56907570932906,15.62358634467240,,,,,,,,,
229,6.07617295359175,12.83688704962850,,,,,,,,,
230,2.54763043497603,14.58184974188920,,,,,,,,,
231,1.08180440043013,8.24873130316853,,,,,,,,,
232,0.98713315104048,14.36976783270950,,,,,,,,,
233,-0.28082405950029,1.54995887274861,,,,,,,,,
234,0.30938065622847,0.84773318762898,,,,,,,,,
235,-0.37808977986772,0.62573878760457,,,,,,,,,
236,-0.70133387471635,-6.40304274563671,,,,,,,,,
237,-0.24027907277543,-6.72357235555530,,,,,,,,,
238,-1.02727972890336,-7.04298241143108,,,,,,,,,
239,-0.86874853993852,-7.04298241143108,,,,,,,,,
240,-1.77070414449174,-7.04298241143108,,,,,,,,,
241,-1.64130198384721,-7.04298241143108,,,,,,,,,
242,-1.72376000310380,-7.04298241143108,,,,,,,,,
243,-1.34945761586625,-7.04298241143108,,,,,,,,,
244,-2.68600594426591,-7.04298241143108,,,,,,,,,
245,-1.74242817784746,-7.04298241143108,,,,,,,,,
246,-2.22323309804399,-7.04298241143108,,,,,,,,,
247,-2.77664076711137,-6.13107044701458,,,,,,,,,
248,-2.26259934331376,-7.04298241143108,,,,,,,,,
249,-2.27332102681596,-7.04298241143108,,,,,,,,,
250,-2.58877264882524,-7.04298241143108,,,,,,,,,
251,-1.96339451695878,-7.04298241143108,,,,,,,,,
252,-2.90940462972123,-7.04298241143108,,,,,,,,,
253,-2.31759726430375,-7.04298241143108,,,,,,,,,
254,-2.90032469655473,-7.04298241143108,,,,,,,,,
255,-1.61200606252153,-7.04298241143108,,,,,,,,,
256,-2.54845177556474,-7.04298241143108,,,,,,,,,
257,-2.04302298451860,-7.04298241143108,,,,,,,,,
258,-1.83077942754228,-7.04298241143108,,,,,,,,,
259,-2.26886259938676,-7.04298241143108,,,,,,,,,
260,-1.61678301717241,-7.04298241143108,,,,,,,,,
261,0.26555836771529,-6.79153410797000,,,,,,,,,
262,1.71326363657515,-7.04298241143108,,,,,,,,,
263,3.70304692362349,-7.04298241143108,,,,,,,,,
264,5.81221020792525,-3.19602901940227,,,,,,,,,
265,9.19500268076461,15.94600265021440,,,,,,,,,
266,8.26999199961226,12.38920562262650,,,,,,,,,
267,5.83670247171920,15.26456992621540,,,,,,,,,
268,3.21493542765181,9.61776893134236,,,,,,,,,
269,2.26711571787398,9.71564261908650,,,,,,,,,
270,1.26289666269820,13.74851386542440,,,,,,,,,
271,2.56159318064253,20.15868918891070,,,,,,,,,
272,1.90614045237105,6.97358767981648,,,,,,,,,
273,1.13962281321089,8.52553622717976,,,,,,,,,
274,1.45293343637984,7.57568900580525,,,,,,,,,
275,1.08684552286666,8.73004977698445,,,,,,,,,
276,0.34255040262740,0.11947314734578,,,,,,,,,
277,-0.09682499791581,-3.14959104065776,,,,,,,,,
278,-0.15131985570390,-1.63975222115398,,,,,,,,,
279,-0.07482325459916,-7.04298241143108,,,,,,,,,
280,-0.67395913030107,-7.04298241143108,,,,,,,,,
281,-0.18814837361772,-7.04298241143108,,,,,,,,,
282,-0.66588436986406,-7.04298241143108,,,,,,,,,
283,0.23098147486251,-7.04298241143108,,,,,,,,,
284,1.43868744944136,-7.04298241143108,,,,,,,,,
285,1.62113488291304,-6.92233426575542,,,,,,,,,
286,3.84528554056685,-6.61585606341243,,,,,,,,,
287,4.94584763620894,-4.00589592461467,,,,,,,,,
288,8.33097279642623,13.04390685553670,,,,,,,,,
289,7.78065503214400,9.95990531439900,,,,,,,,,
290,4.51123822306197,10.09298293585900,,,,,,,,,
291,2.03693020914595,2.85997073645710,,,,,,,,,
292,1.46337617014449,6.63304011817097,,,,,,,,,
293,1.20265877817671,6.23922126288533,,,,,,,,,
294,1.57157242868941,2.66850726599812,,,,,,,,,
295,1.69448578928511,5.46449820990681,,,,,,,,,
296,1.41599953745406,-1.44340784554363,,,,,,,,,
297,1.95946896647017,7.48943393225789,,,,,,,,,
298,1.38793194864791,1.99755256171345,,,,,,,,,
299,2.27107060526412,4.20384852881550,,,,,,,,,
300,2.03580773447554,0.91316478247761,,,,,,,,,
301,2.58764851664107,1.54587523932576,,,,,,,,,
302,3.96305859659712,8.40241019721150,,,,,,,,,
303,3.91664422129195,7.31813113684773,,,,,,,,,
304,3.55325902079146,8.77179877753376,,,,,,,,,
305,2.95522797678511,11.23250548834920,,,,,,,,,
306,2.79927743052046,9.28145568366169,,,,,,,,,
307,2.30840886210005,10.49252097602010,,,,,,,,,
308,2.06486714457076,11.66069571967240,,,,,,,,,
309,2.46581376169722,8.52161567206501,,,,,,,,,
310,2.02374756907027,9.08495109076619,,,,,,,,,
311,2.53309834574263,14.41604964728470,,,,,,,,,
312,2.04831326578658,4.98207442755818,,,,,,,,,
313,1.57708466623824,6.60688464636921,,,,,,,,,
314,2.04691231821578,6.41032569403767,,,,,,,,,
315,1.51459134195845,11.61485640998010,,,,,,,,,
316,2.26875985239546,6.55432002539753,,,,,,,,,
317,1.75152409647505,4.21992080206990,,,,,,,,,
318,3.14693368052046,16.82061927313920,,,,,,,,,
319,2.23114407633345,7.30502574439167,,,,,,,,,
320,2.45151436899703,8.19124572272419,,,,,,,,,
321,3.04278481577437,6.62940089697956,,,,,,,,,
322,2.59519208048384,9.07857863898396,,,,,,,,,
323,2.89891732309859,7.13281695838093,,,,,,,,,
324,3.44746506784957,8.89860980506062,,,,,,,,,
325,4.51522744272750,16.59706847663040,,,,,,,,,
326,4.25081551645796,15.57542769904260,,,,,,,,,
327,3.48259938334029,3.66930739874958,,,,,,,,,
328,3.88060105417769,20.45805900092240,,,,,,,,,
329,3.42027009104293,22.60909430976030,,,,,,,,,
330,2.47843087290328,22.49501960272910,,,,,,,,,
331,1.96830380533736,17.31503837103960,,,,,,,,,
332,1.79477894876998,16.47545020575640,,,,,,,,,
333,1.02288354013961,11.37702910895470,,,,,,,,,
334,0.02832520578902,1.01532905097126,,,,,,,,,
335,-0.25213324452836,2.61275737280964,,,,,,,,,
336,-0.26437556172807,5.52591292853474,,,,,,,,,
337,-1.38842570210893,-7.04298241143108,,,,,,,,,
338,-1.55726324941118,-7.04298241143108,,,,,,,,,
339,-1.70910298253496,-6.93705723886371,,,,,,,,,
340,-2.28698336507280,-7.04298241143108,,,,,,,,,
341,-3.22871195699174,-7.04298241143108,,,,,,,,,
342,-1.63824259664018,1.05540339942097,,,,,,,,,
343,-4.91663681889970,-7.04298241143108,,,,,,,,,
344,-5.57696878339250,-7.04298241143108,,,,,,,,,
345,-4.50594269658525,-7.04298241143108,,,,,,,,,
346,-6.54886829282243,-7.04298241143108,,,,,,,,,
347,-6.61865686799486,-7.04298241143108,,,,,,,,,
348,-6.37040817166765,-7.04298241143108,,,,,,,,,
349,-6.57967066194017,-7.04298241143108,,,,,,,,,
350,-6.30946361447770,-7.04298241143108,,,,,,,,,
351,-6.65580570126970,-7.04298241143108,,,,,,,,,
352,-6.67918294097383,-7.04298241143108,,,,,,,,,
353,-6.69264596129854,-7.04298241143108,,,,,,,,,
354,-6.66834973718126,-7.04298241143108,,,,,,,,,
355,-6.57895635987718,-7.04298241143108,,,,,,,,,
356,-6.67596804524858,-7.04298241143108,,,,,,,,,
357,-6.67265295411546,-7.04298241143108,,,,,,,,,
358,-6.69767939473588,-7.04298241143108,,,,,,,,,
359,-6.70010667468507,-7.04298241143108,,,,,,,,,
360,-6.69164084817369,-7.04298241143108,,,,,,,,,
361,-6.63427566911180,-7.04298241143108,,,,,,,,,
362,-6.03128158475358,-7.04298241143108,,,,,,,,,
363,-3.53284441853959,-7.04298241143108,,,,,,,,,
364,-0.19263255025346,-7.04298241143108,,,,,,,,,
365,3.19413197611373,-6.62458257083774,,,,,,,,,
366,4.94835579966109,1.29328219885945,,,,,,,,,
367,7.64739430521529,7.61434142584919,,,,,,,,,
368,7.10561764811080,13.12171142096640,,,,,,,,,
369,4.20027936075728,8.15756194586872,,,,,,,,,
370,2.53911793802779,5.00775878424763,,,,,,,,,
371,0.99839318369429,9.52959601874470,,,,,,,,,
372,1.07585251902144,3.63017432685017,,,,,,,,,
373,0.51249802683394,7.50100581641316,,,,,,,,,
374,0.87316620920699,-5.64136393074871,,,,,,,,,
375,0.29037345026534,-6.40204514269710,,,,,,,,,
376,1.05759823893111,-5.10123963360668,,,,,,,,,
377,1.65997994516890,-5.93588514332653,,,,,,,,,
378,3.37941659067671,-0.26781113152385,,,,,,,,,
379,3.65378010843795,7.31799857611775,,,,,,,,,
380,4.99694169138472,7.37503592963337,,,,,,,,,
381,5.13355076883834,6.94594447608113,,,,,,,,,
382,3.83089268778365,9.65056388373494,,,,,,,,,
383,3.48172104929488,14.15624396796350,,,,,,,,,
384,1.78275216196578,4.53202598090290,,,,,,,,,
385,2.24357140635054,12.64287726874470,,,,,,,,,
386,2.30278027628462,15.66273276801230,,,,,,,,,
387,3.00444138620894,13.16943328375930,,,,,,,,,
388,3.06964219187300,11.14276473517540,,,,,,,,,
389,3.15792573069136,16.44276015753860,,,,,,,,,
390,3.35706627939742,14.55032889838340,,,,,,,,,
391,3.29410184000533,9.68630187506794,,,,,,,,,
392,2.88178551767867,16.31189696784140,,,,,,,,,
393,2.27855885599654,17.88507621283650,,,,,,,,,
394,2.19093239878218,11.12646644110800,,,,,,,,,
395,1.27719510172408,4.77166144843220,,,,,,,,,
396,1.35245717142623,5.28849380011677,,,,,,,,,
397,0.62328065012496,9.74305884833455,,,,,,,,,
398,0.55349457834761,-1.19966061119915,,,,,,,,,
399,0.18449891184371,7.13738791937947,,,,,,,,,
400,-1.47940480138261,-7.04298241143108,,,,,,,,,
401,-1.48005806828935,-7.04298241143108,,,,,,,,,
402,-0.62016236211259,-7.04298241143108,,,,,,,,,
403,-2.43379485036332,-3.61551053528667,,,,,,,,,
404,-3.15622078801591,-7.04298241143108,,,,,,,,,
405,-3.50646912480790,-7.04298241143108,,,,,,,,,
406,-4.49886619473893,-5.77707345490337,,,,,,,,,
407,-3.47930609609086,-0.20804722313762,,,,,,,,,
408,-5.03026043797929,-7.04298241143108,,,,,,,,,
409,0.39572823618453,17.52739112372520,,,,,,,,,
410,-5.95725488091905,-7.04298241143108,,,,,,,,,
411,-6.29852198983629,-7.04298241143108,,,,,,,,,
412,-6.46103608037431,-7.04298241143108,,,,,,,,,
413,-6.35755848313768,-7.04298241143108,,,,,,,,,
414,-6.69325607444246,-7.04298241143108,,,,,,,,,
415,-6.67327778960664,-7.04298241143108,,,,,,,,,
416,-6.70523273374040,-7.04298241143108,,,,,,,,,
417,-6.73653935815294,-7.04298241143108,,,,,,,,,
418,-6.71960257913072,-7.04298241143108,,,,,,,,,
419,-5.38054906751115,-7.04298241143108,,,,,,,,,
420,-4.25594484235246,-7.04298241143108,,,,,,,,,
421,1.10634148691695,3.07580726142048,,,,,,,,,
422,2.69915402506392,-1.95005686287761,,,,,,,,,
423,5.52075112436812,4.75877635474324,,,,,,,,,
424,7.20004952524703,10.76816718573690,,,,,,,,,
425,7.04405892466109,12.45318381781700,,,,,,,,,
426,5.30922616098921,10.16392486090780,,,,,,,,,
427,2.77286828135054,3.43045108313679,,,,,,,,,
428,1.52082741831343,6.43061034674763,,,,,,,,,
429,0.15781033609908,3.01590507025837,,,,,,,,,
430,1.03792298410933,6.24845569129109,,,,,,,,,
431,0.31407082651656,2.44116084571003,,,,,,,,,
432,-0.03756606008012,-3.15995557312847,,,,,,,,,
433,1.25298131083052,17.93093650336380,,,,,,,,,
434,-1.11186968709428,-5.60672767166973,,,,,,,,,
435,-1.10128628636796,-7.04298241143108,,,,,,,,,
436,-1.36255442525346,-7.04298241143108,,,,,,,,,
437,-1.63538634206254,-7.04298241143108,,,,,,,,,
438,-2.32729231740434,-7.04298241143108,,,,,,,,,
439,-0.75337111379106,-7.04298241143108,,,,,,,,,
440,-1.51391779805620,-7.04298241143108,,,,,,,,,
441,1.62118161295455,-7.04298241143108,,,,,,,,,
442,2.79691517923873,-7.04298241143108,,,,,,,,,
443,5.88745511148970,-2.10888655190349,,,,,,,,,
444,8.43485749338668,7.06826941962361,,,,,,,,,
445,7.27825558756392,10.54746787543420,,,,,,,,,
446,5.30339634989302,8.13807265753865,,,,,,,,,
447,2.61640751932662,10.70409934516070,,,,,,,,,
448,2.17964184855025,11.20367400641560,,,,,,,,,
449,1.17183411692183,9.63749091620564,,,,,,,,,
450,0.61841595743697,3.09724586005330,,,,,,,,,
451,0.18373692606490,9.70123641486287,,,,,,,,,
452,0.55717862223189,-0.32210667137981,,,,,,,,,
453,-0.22170674230058,-4.30049855713726,,,,,,,,,
454,0.41911757563155,-6.70609707836986,,,,,,,,,
455,0.14738047693770,-6.74731571678997,,,,,,,,,
456,0.03100741480391,-7.04298241143108,,,,,,,,,
457,0.08541977976363,-7.04298241143108,,,,,,,,,
458,0.97415650461714,-7.04298241143108,,,,,,,,,
459,0.35770476435225,-7.04298241143108,,,,,,,,,
460,2.78931153391402,15.61964576239700,,,,,,,,,
461,2.95315182779830,-1.23279507164836,,,,,,,,,
462,4.57346737955611,4.22631232733845,,,,,,,,,
463,5.46115887735884,1.87507789130330,,,,,,,,,
464,6.73756421183150,6.01165549750447,,,,,,,,,
465,6.48759663675826,16.91732375617150,,,,,,,,,
466,4.85251534555953,7.85775344367146,,,,,,,,,
467,3.19226277445357,7.49938170905232,,,,,,,,,
468,2.10316861246627,8.61749999518513,,,,,,,,,
469,1.87533295725386,6.85673396582722,,,,,,,,,
470,1.70867932413619,15.95270698065880,,,,,,,,,
471,2.40499795054000,12.60940139289020,,,,,,,,,
472,2.42604172800582,8.37410609717488,,,,,,,,,
473,3.23051751230757,16.17069213385700,,,,,,,,,
474,2.70745671366255,17.51498954291460,,,,,,,,,
475,3.23256219004195,25.73068015570760,,,,,,,,,
476,1.53068364237349,5.97310607428669,,,,,,,,,
477,1.14222539042037,1.60028617377400,,,,,,,,,
478,2.15075791452925,15.88794295783160,,,,,,,,,
479,0.01852715586226,1.13979785437703,,,,,,,,,
480,-0.19379460240800,-6.56081138257862,,,,,,,,,
481,-0.21497761632402,-0.18216927056194,,,,,,,,,
482,-0.38772761250932,-3.69002707009197,,,,,,,,,
483,-0.53944527532060,-7.04298241143108,,,,,,,,,
484,-0.07851397420366,-7.04298241143108,,,,,,,,,
485,-0.35918223287065,-7.04298241143108,,,,,,,,,
486,0.78663266275923,-7.04298241143108,,,,,,,,,
487,-1.07854449178178,-7.04298241143108,,,,,,,,,
488,-1.07257162953813,-7.04298241143108,,,,,,,,,
489,-1.45121704961259,-7.04298241143108,,,,,,,,,
490,-1.79329239751298,-7.04298241143108,,,,,,,,,
491,-1.10009228612382,-7.04298241143108,,,,,,,,,
492,-1.30261694814164,-5.28862400059581,,,,,,,,,
493,-1.97988402272661,-7.04298241143108,,,,,,,,,
494,-1.06873213674028,-7.04298241143108,,,,,,,,,
495,-1.82440983678300,-7.04298241143108,,,,,,,,,
496,-0.98600136662919,-7.04298241143108,,,,,,,,,
497,-1.07856833363969,-7.04298241143108,,,,,,,,,
498,-2.93838250066240,-7.04298241143108,,,,,,,,,
499,-2.35148131276567,-7.04298241143108,,,,,,,,,
