Data,SI,Sudut,m,n,Status,
492,0,2.70657,2.17498, -1.#IND, FALSE, 
493,0,2.78982,1.28429, -1.#IND, FALSE, 
494,0,2.85827,0.752537, -1.#IND, FALSE, 
495,0,2.92009,0.414593, -1.#IND, FALSE, 
496,0,2.97307,0.217832, -1.#IND, FALSE, 
497,0,3.01743,0.10831, -1.#IND, FALSE, 
498,0,3.05326,0.050569, -1.#IND, FALSE, 
499,0,3.08415,0.019952, -1.#IND, FALSE, 
500,0,3.11234,0.00485197, -1.#IND, FALSE, 
501,0,3.13735,9.65E-05, -1.#IND, FALSE, 
502,0,3.12106,0.00215098, -1.#IND, FALSE, 
503,0,3.09819,0.00917227, -1.#IND, FALSE, 
504,0,3.07888,0.0184104, -1.#IND, FALSE, 
505,0,3.05843,0.0313156, -1.#IND, FALSE, 
506,0,3.04039,0.0450085, -1.#IND, FALSE, 
507,0,3.02093,0.0626065, -1.#IND, FALSE, 
508,0,3.00125,0.0830275, -1.#IND, FALSE, 
509,0,2.98165,0.10604, -1.#IND, FALSE, 
510,0,2.96335,0.129909, -1.#IND, FALSE, 
511,0,2.94425,0.158182, -1.#IND, FALSE, 
512,0,2.92625,0.187717, -1.#IND, FALSE, 
513,0,2.90636,0.224522, -1.#IND, FALSE, 
514,0,2.88545,0.267405, -1.#IND, FALSE, 
515,0,2.86523,0.311943, -1.#IND, FALSE, 
516,0,2.8427,0.366815, -1.#IND, FALSE, 
517,0,2.82048,0.427918, -1.#IND, FALSE, 
518,0,2.79466,0.510285, -1.#IND, FALSE, 
519,0,2.76668,0.612977, -1.#IND, FALSE, 
520,0,2.73686,0.736812, -1.#IND, FALSE, 
521,0,2.70698,0.881396, -1.#IND, FALSE, 
522,0,2.67685,1.04687, -1.#IND, FALSE, 
523,0,2.64402,1.2484, -1.#IND, FALSE, 
524,0,2.60802,1.50228, -1.#IND, FALSE, 
525,0,2.56563,1.83646, -1.#IND, FALSE, 
526,0,2.5173,2.26633, -1.#IND, FALSE, 
527,0,2.46463,2.80154, -1.#IND, FALSE, 
528,0,2.41105,3.42857, -1.#IND, FALSE, 
529,0,0.787122,4.17161, -1.#IND, FALSE, 
530,0,0.850892,5.06617, -1.#IND, FALSE, 
531,0,0.91491,6.05742, -1.#IND, FALSE, 
532,0,0.982485,7.16549, -1.#IND, FALSE, 
533,0,1.04679,8.28871, -1.#IND, FALSE, 
534,0,2.03658,9.42211, -1.#IND, FALSE, 
535,0,1.98167,10.534, -1.#IND, FALSE, 
536,0,1.92808,11.5738, -1.#IND, FALSE, 
537,0,1.87714,12.637, -1.#IND, FALSE, 
538,0,1.83056,13.5635, -1.#IND, FALSE, 
539,0,1.78675,14.5503, -1.#IND, FALSE, 
540,0,1.74543,15.5009, -1.#IND, FALSE, 
541,0,1.70449,16.3699, -1.#IND, FALSE, 
542,0,1.66549,17.0526, -1.#IND, FALSE, 
543,0,1.6295,17.7908, -1.#IND, FALSE, 
544,0,1.59656,18.3888, -1.#IND, FALSE, 
545,0,1.56277,19.0452, -1.#IND, FALSE, 
546,0,1.52864,19.6116, -1.#IND, FALSE, 
547,0,1.49709,19.9282, -1.#IND, FALSE, 
548,0,1.46441,20.2992, -1.#IND, FALSE, 
549,0,1.43216,20.3594, -1.#IND, FALSE, 
550,0,1.39588,20.6052, -1.#IND, FALSE, 
551,0,1.35638,20.7553, -1.#IND, FALSE, 
552,0,1.31454,20.6448, -1.#IND, FALSE, 
553,0,1.27192,20.192, -1.#IND, FALSE, 
554,0,1.23106,19.3856, -1.#IND, FALSE, 
555,0,1.18864,18.3915, -1.#IND, FALSE, 
556,0,2.00344,17.2631, -1.#IND, FALSE, 
557,0,2.06711,15.8501, -1.#IND, FALSE, 
558,0,2.14666,14.0031, -1.#IND, FALSE, 
559,0,2.24195,11.6628, -1.#IND, FALSE, 
560,0,2.34546,9.10583, -1.#IND, FALSE, 
561,0,2.4529,6.60984, -1.#IND, FALSE, 
562,0,2.56028,4.44491, -1.#IND, FALSE, 
563,0,2.65755,2.85802, -1.#IND, FALSE, 
564,0,2.74829,1.72509, -1.#IND, FALSE, 
565,0,2.82287,1.03596, -1.#IND, FALSE, 
566,0,2.88251,0.628179, -1.#IND, FALSE, 
567,0,2.93109,0.382498, -1.#IND, FALSE, 
568,0,2.97493,0.222477, -1.#IND, FALSE, 
569,0,3.01496,0.119613, -1.#IND, FALSE, 
570,0,3.0483,0.0609432, -1.#IND, FALSE, 
571,0,3.07994,0.0251465, -1.#IND, FALSE, 
572,0,3.10823,0.00699379, -1.#IND, FALSE, 
573,0,3.13491,0.000267338, -1.#IND, FALSE, 
574,0,3.1229,0.00199876, -1.#IND, FALSE, 
575,0,3.10021,0.00944975, -1.#IND, FALSE, 
576,0,3.07979,0.0204608, -1.#IND, FALSE, 
577,0,3.05851,0.0360886, -1.#IND, FALSE, 
578,0,3.03782,0.0550651, -1.#IND, FALSE, 
579,0,3.01785,0.0769968, -1.#IND, FALSE, 
580,0,2.9987,0.101387, -1.#IND, FALSE, 
581,0,2.97807,0.131334, -1.#IND, FALSE, 
582,0,2.9571,0.166695, -1.#IND, FALSE, 
583,0,2.93545,0.208335, -1.#IND, FALSE, 
584,0,2.91451,0.253107, -1.#IND, FALSE, 
585,0,2.89227,0.306712, -1.#IND, FALSE, 
586,0,2.8684,0.370442, -1.#IND, FALSE, 
587,0,2.84372,0.44332, -1.#IND, FALSE, 
588,0,2.81681,0.535215, -1.#IND, FALSE, 
589,0,2.78773,0.650506, -1.#IND, FALSE, 
590,0,2.7563,0.79728, -1.#IND, FALSE, 
591,0,2.72119,0.989789, -1.#IND, FALSE, 
592,0,2.68539,1.22033, -1.#IND, FALSE, 
593,0,2.64686,1.50272, -1.#IND, FALSE, 
594,0,2.60313,1.86449, -1.#IND, FALSE, 
595,0,2.55594,2.31514, -1.#IND, FALSE, 
596,0,2.50387,2.88718, -1.#IND, FALSE, 
597,0,2.44639,3.61088, -1.#IND, FALSE, 
598,0,2.38152,4.51998, -1.#IND, FALSE, 
599,0,0.826864,5.5577, -1.#IND, FALSE, 
600,0,0.896444,6.75801, -1.#IND, FALSE, 
601,0,0.969285,8.10672, -1.#IND, FALSE, 
602,0,1.03954,9.46962, -1.#IND, FALSE, 
603,0,2.0394,10.8054, -1.#IND, FALSE, 
604,0,1.98204,12.0815, -1.#IND, FALSE, 
605,0,1.9273,13.3007, -1.#IND, FALSE, 
606,0,1.87543,14.4669, -1.#IND, FALSE, 
607,0,1.82874,15.5316, -1.#IND, FALSE, 
608,0,1.78521,16.4681, -1.#IND, FALSE, 
609,0,1.74312,17.397, -1.#IND, FALSE, 
610,0,1.70616,18.2534, -1.#IND, FALSE, 
611,0,1.67147,19.0428, -1.#IND, FALSE, 
612,0,1.63813,19.7047, -1.#IND, FALSE, 
613,0,1.60697,20.4363, -1.#IND, FALSE, 
614,0,1.57633,21.2041, -1.#IND, FALSE, 
615,0,1.54596,21.975, -1.#IND, FALSE, 
616,0,1.51646,22.4884, -1.#IND, FALSE, 
617,0,1.48636,22.942, -1.#IND, FALSE, 
618,0,1.45476,23.2294, -1.#IND, FALSE, 
619,0,1.4235,23.3999, -1.#IND, FALSE, 
620,0,1.38995,23.586, -1.#IND, FALSE, 
621,0,1.35342,23.6759, -1.#IND, FALSE, 
622,0,1.31239,23.4581, -1.#IND, FALSE, 
623,0,1.26433,23.086, -1.#IND, FALSE, 
624,0,1.21193,22.4433, -1.#IND, FALSE, 
625,0,1.15319,21.4098, -1.#IND, FALSE, 
626,0,2.05923,19.8143, -1.#IND, FALSE, 
627,0,2.14386,17.5351, -1.#IND, FALSE, 
628,0,2.24845,14.4335, -1.#IND, FALSE, 
629,0,2.37458,10.654, -1.#IND, FALSE, 
630,0,2.51375,6.87306, -1.#IND, FALSE, 
631,0,2.63979,4.07953, -1.#IND, FALSE, 
632,0,2.75396,2.18782, -1.#IND, FALSE, 
633,7.75852,2.8503,1.13926,2851, TRUE, 
634,7.11574,2.92465,0.55955,1180.41, TRUE, 
635,6.68218,2.98247,0.273323,807.039, TRUE, 
636,6.34405,3.02595,0.132191,920.041, TRUE, 
637,6.06691,3.06476,0.0538998,1039.48, TRUE, 
638,5.83118,3.09846,0.0157788,1762.51, TRUE, 
639,5.64662,3.1277,0.00153805,3398.24, TRUE, 
640,5.49372,3.1274,0.00151879,4143.48, TRUE, 
641,0,3.10162,0.0112401, -1.#IND, FALSE, 
642,0,3.08003,0.0256495, -1.#IND, FALSE, 
643,0,3.06001,0.0433062, -1.#IND, FALSE, 
644,0,3.04007,0.0646941, -1.#IND, FALSE, 
645,0,3.02241,0.0864861, -1.#IND, FALSE, 
646,0,3.00384,0.112797, -1.#IND, FALSE, 
647,0,2.98503,0.143031, -1.#IND, FALSE, 
648,0,2.96718,0.174385, -1.#IND, FALSE, 
649,0,2.94968,0.207884, -1.#IND, FALSE, 
650,0,2.93012,0.249202, -1.#IND, FALSE, 
651,0,2.90919,0.299192, -1.#IND, FALSE, 
652,0,2.88867,0.353685, -1.#IND, FALSE, 
653,0,2.86652,0.419759, -1.#IND, FALSE, 
654,0,2.84251,0.497773, -1.#IND, FALSE, 
655,0,2.81718,0.59064, -1.#IND, FALSE, 
656,0,2.78953,0.709383, -1.#IND, FALSE, 
657,0,2.7595,0.859428, -1.#IND, FALSE, 
658,0,2.72892,1.0353, -1.#IND, FALSE, 
659,0,2.69489,1.26187, -1.#IND, FALSE, 
660,0,2.65822,1.54434, -1.#IND, FALSE, 
661,0,2.61958,1.88778, -1.#IND, FALSE, 
662,0,2.57757,2.31541, -1.#IND, FALSE, 
663,0,2.53157,2.84948, -1.#IND, FALSE, 
664,0,2.48443,3.48248, -1.#IND, FALSE, 
665,0,2.42816,4.31352, -1.#IND, FALSE, 
666,0,2.36789,5.318, -1.#IND, FALSE, 
667,0,0.834502,6.46414, -1.#IND, FALSE, 
668,0,0.898856,7.74411, -1.#IND, FALSE, 
669,0,0.964562,9.16846, -1.#IND, FALSE, 
670,0,1.02804,10.6291, -1.#IND, FALSE, 
671,0,2.0506,12.1323, -1.#IND, FALSE, 
672,0,1.99361,13.6358, -1.#IND, FALSE, 
673,0,1.93543,15.1136, -1.#IND, FALSE, 
674,0,1.88029,16.4213, -1.#IND, FALSE, 
675,0,1.8321,17.5778, -1.#IND, FALSE, 
676,0,1.78822,18.6666, -1.#IND, FALSE, 
677,0,1.74403,19.5077, -1.#IND, FALSE, 
678,0,1.70297,20.3297, -1.#IND, FALSE, 
679,0,1.66409,21.0755, -1.#IND, FALSE, 
680,0,1.6281,21.6003, -1.#IND, FALSE, 
681,0,1.59569,22.0298, -1.#IND, FALSE, 
682,0,1.56478,22.6008, -1.#IND, FALSE, 
683,0,1.53256,23.1541, -1.#IND, FALSE, 
684,0,1.50294,23.6559, -1.#IND, FALSE, 
685,0,1.47257,24.2083, -1.#IND, FALSE, 
686,0,1.44001,24.6591, -1.#IND, FALSE, 
687,0,1.4059,24.9892, -1.#IND, FALSE, 
688,0,1.36756,25.1455, -1.#IND, FALSE, 
689,0,1.32487,25.0586, -1.#IND, FALSE, 
690,0,1.28094,24.5924, -1.#IND, FALSE, 
691,0,1.22964,23.9607, -1.#IND, FALSE, 
692,0,1.97095,22.8945, -1.#IND, FALSE, 
693,0,2.03812,21.3793, -1.#IND, FALSE, 
694,0,2.11767,19.1641, -1.#IND, FALSE, 
695,0,2.21219,16.2772, -1.#IND, FALSE, 
696,0,2.31632,12.9193, -1.#IND, FALSE, 
697,0,2.43826,9.19539, -1.#IND, FALSE, 
698,0,2.55965,5.96543, -1.#IND, FALSE, 
699,0,2.66523,3.69441, -1.#IND, FALSE, 
700,0,2.75466,2.23416, -1.#IND, FALSE, 
701,0,2.83091,1.31072, -1.#IND, FALSE, 
702,0,2.89253,0.770226, -1.#IND, FALSE, 
703,0,2.94379,0.445163, -1.#IND, FALSE, 
704,0,2.98612,0.253564, -1.#IND, FALSE, 
705,0,3.02614,0.129208, -1.#IND, FALSE, 
706,0,3.06153,0.0578654, -1.#IND, FALSE, 
707,0,3.09106,0.0217001, -1.#IND, FALSE, 
708,0,3.11771,0.00459608, -1.#IND, FALSE, 
709,0,3.1392,4.37E-05, -1.#IND, FALSE, 
710,0,3.11481,0.00522853, -1.#IND, FALSE, 
711,0,3.09259,0.0167542, -1.#IND, FALSE, 
712,0,3.07138,0.0330793, -1.#IND, FALSE, 
713,0,3.05098,0.0534833, -1.#IND, FALSE, 
714,0,3.03034,0.0790709, -1.#IND, FALSE, 
715,0,3.01001,0.108576, -1.#IND, FALSE, 
716,0,2.9883,0.14652, -1.#IND, FALSE, 
717,0,2.96877,0.185454, -1.#IND, FALSE, 
718,0,2.94811,0.232104, -1.#IND, FALSE, 
719,0,2.92691,0.286387, -1.#IND, FALSE, 
720,0,2.90486,0.349171, -1.#IND, FALSE, 
721,0,2.88014,0.42884, -1.#IND, FALSE, 
722,0,2.85606,0.515572, -1.#IND, FALSE, 
723,0,2.83008,0.624278, -1.#IND, FALSE, 
724,0,2.80267,0.755559, -1.#IND, FALSE, 
725,0,2.77314,0.922392, -1.#IND, FALSE, 
726,0,2.74273,1.11928, -1.#IND, FALSE, 
727,0,2.71149,1.35678, -1.#IND, FALSE, 
728,0,2.67823,1.64583, -1.#IND, FALSE, 
729,0,2.64194,2.00426, -1.#IND, FALSE, 
730,0,2.60166,2.45567, -1.#IND, FALSE, 
731,0,2.55661,3.02469, -1.#IND, FALSE, 
732,0,2.50868,3.72721, -1.#IND, FALSE, 
733,0,2.45319,4.63119, -1.#IND, FALSE, 
734,0,2.39636,5.68675, -1.#IND, FALSE, 
735,0,0.807842,6.9515, -1.#IND, FALSE, 
736,0,0.872907,8.39341, -1.#IND, FALSE, 
737,0,0.939603,10.0194, -1.#IND, FALSE, 
738,0,1.00147,11.686, -1.#IND, FALSE, 
739,0,2.08189,13.3598, -1.#IND, FALSE, 
740,0,2.02688,15.0466, -1.#IND, FALSE, 
741,0,1.9724,16.7526, -1.#IND, FALSE, 
742,0,1.92178,18.4056, -1.#IND, FALSE, 
743,0,1.87477,19.9248, -1.#IND, FALSE, 
744,0,1.83327,21.3657, -1.#IND, FALSE, 
745,0,1.79419,22.8081, -1.#IND, FALSE, 
746,0,1.75757,24.3836, -1.#IND, FALSE, 
747,0,1.72302,25.8735, -1.#IND, FALSE, 
748,0,1.68762,27.6635, -1.#IND, FALSE, 
749,0,1.65288,29.0473, -1.#IND, FALSE, 
750,0,1.62084,30.5412, -1.#IND, FALSE, 
751,0,1.58906,31.9899, -1.#IND, FALSE, 
752,0,1.55765,33.3216, -1.#IND, FALSE, 
753,0,1.5245,34.8812, -1.#IND, FALSE, 
754,0,1.49067,35.743, -1.#IND, FALSE, 
755,0,1.45529,36.6842, -1.#IND, FALSE, 
756,0,1.41996,37.6702, -1.#IND, FALSE, 
757,0,1.37982,38.5604, -1.#IND, FALSE, 
758,0,1.33701,38.6229, -1.#IND, FALSE, 
759,0,1.28982,37.9856, -1.#IND, FALSE, 
760,0,1.23842,36.6216, -1.#IND, FALSE, 
761,0,1.18122,34.5247, -1.#IND, FALSE, 
762,0,2.02721,31.8524, -1.#IND, FALSE, 
763,0,2.10325,28.2007, -1.#IND, FALSE, 
764,0,2.19008,23.7397, -1.#IND, FALSE, 
765,0,2.28638,18.7412, -1.#IND, FALSE, 
766,0,2.38281,14.0714, -1.#IND, FALSE, 
767,0,2.48602,9.83239, -1.#IND, FALSE, 
768,0,2.58662,6.46574, -1.#IND, FALSE, 
769,0,2.68005,4.03059, -1.#IND, FALSE, 
770,0,2.75565,2.53268, -1.#IND, FALSE, 
771,0,2.81888,1.59611, -1.#IND, FALSE, 
772,0,2.87351,0.996741, -1.#IND, FALSE, 
773,0,2.92312,0.600194, -1.#IND, FALSE, 
774,0,2.96566,0.355378, -1.#IND, FALSE, 
775,0,3.00361,0.201312, -1.#IND, FALSE, 
776,0,3.03361,0.114466, -1.#IND, FALSE, 
777,0,3.06213,0.057905, -1.#IND, FALSE, 
778,0,3.08706,0.0256106, -1.#IND, FALSE, 
779,0,3.11006,0.00809291, -1.#IND, FALSE, 
780,0,3.13323,0.000538876, -1.#IND, FALSE, 
781,0,3.12781,0.00139465, -1.#IND, FALSE, 
782,0,3.10798,0.00796111, -1.#IND, FALSE, 
783,0,3.08871,0.0189949, -1.#IND, FALSE, 
784,0,3.07097,0.0327803, -1.#IND, FALSE, 
785,0,3.05447,0.0484257, -1.#IND, FALSE, 
786,0,3.03628,0.0688662, -1.#IND, FALSE, 
787,0,3.01851,0.0920708, -1.#IND, FALSE, 
788,0,3.00265,0.115531, -1.#IND, FALSE, 
789,0,2.98561,0.144083, -1.#IND, FALSE, 
790,0,2.96718,0.17881, -1.#IND, FALSE, 
791,0,2.94846,0.218015, -1.#IND, FALSE, 
792,0,2.92921,0.262944, -1.#IND, FALSE, 
793,0,2.91016,0.312097, -1.#IND, FALSE, 
794,0,2.89153,0.366495, -1.#IND, FALSE, 
795,0,2.87099,0.433235, -1.#IND, FALSE, 
796,0,2.84851,0.515436, -1.#IND, FALSE, 
797,0,2.8249,0.610676, -1.#IND, FALSE, 
798,0,2.8003,0.72313, -1.#IND, FALSE, 
799,0,2.77485,0.857616, -1.#IND, FALSE, 
800,0,2.74724,1.0251, -1.#IND, FALSE, 
801,0,2.71884,1.22081, -1.#IND, FALSE, 
802,0,2.68754,1.46476, -1.#IND, FALSE, 
803,0,2.65312,1.77084, -1.#IND, FALSE, 
804,0,2.61515,2.15588, -1.#IND, FALSE, 
805,0,2.57526,2.6197, -1.#IND, FALSE, 
806,0,2.53289,3.17971, -1.#IND, FALSE, 
807,0,2.48781,3.8611, -1.#IND, FALSE, 
808,0,2.44001,4.65819, -1.#IND, FALSE, 
809,0,2.38634,5.65918, -1.#IND, FALSE, 
810,0,0.813948,6.85216, -1.#IND, FALSE, 
811,0,0.872565,8.17639, -1.#IND, FALSE, 
812,0,0.933299,9.68159, -1.#IND, FALSE, 
813,0,0.993135,11.294, -1.#IND, FALSE, 
814,0,2.08719,13.0143, -1.#IND, FALSE, 
815,0,2.03025,14.74, -1.#IND, FALSE, 
816,0,1.97389,16.4397, -1.#IND, FALSE, 
817,0,1.91948,18.034, -1.#IND, FALSE, 
818,0,1.86861,19.6272, -1.#IND, FALSE, 
819,0,1.82181,21.1374, -1.#IND, FALSE, 
820,0,1.78086,22.4755, -1.#IND, FALSE, 
821,0,1.74042,23.8429, -1.#IND, FALSE, 
822,0,1.70313,25.2762, -1.#IND, FALSE, 
823,0,1.66551,26.5587, -1.#IND, FALSE, 
824,0,1.62919,27.7576, -1.#IND, FALSE, 
825,0,1.59407,28.7114, -1.#IND, FALSE, 
826,0,1.56132,29.5609, -1.#IND, FALSE, 
827,0,1.5274,30.3857, -1.#IND, FALSE, 
828,0,1.49218,31.2068, -1.#IND, FALSE, 
829,0,1.45739,31.8577, -1.#IND, FALSE, 
830,0,1.42286,32.4628, -1.#IND, FALSE, 
831,0,1.38512,32.6231, -1.#IND, FALSE, 
832,0,1.34311,32.4405, -1.#IND, FALSE, 
833,0,1.30027,31.8326, -1.#IND, FALSE, 
834,0,1.25264,30.9496, -1.#IND, FALSE, 
835,0,1.19804,29.6352, -1.#IND, FALSE, 
836,0,2.00682,27.6759, -1.#IND, FALSE, 
837,0,2.07488,25.0003, -1.#IND, FALSE, 
838,0,2.15201,21.8537, -1.#IND, FALSE, 
839,0,2.24081,18.174, -1.#IND, FALSE, 
840,0,2.33116,14.4541, -1.#IND, FALSE, 
841,0,2.4345,10.6073, -1.#IND, FALSE, 
842,0,2.53817,7.2799, -1.#IND, FALSE, 
843,0,2.63201,4.81675, -1.#IND, FALSE, 
844,0,2.72051,3.01769, -1.#IND, FALSE, 
845,0,2.79471,1.86824, -1.#IND, FALSE, 
846,0,2.85925,1.12602, -1.#IND, FALSE, 
847,0,2.91219,0.680421, -1.#IND, FALSE, 
848,0,2.95807,0.400014, -1.#IND, FALSE, 
849,0,2.99813,0.225643, -1.#IND, FALSE, 
850,0,3.03384,0.118182, -1.#IND, FALSE, 
851,0,3.06683,0.0533592, -1.#IND, FALSE, 
852,0,3.0961,0.0187692, -1.#IND, FALSE, 
853,0,3.12248,0.00314652, -1.#IND, FALSE, 
854,0,3.1368,0.000189803, -1.#IND, FALSE, 
855,0,3.11547,0.00538367, -1.#IND, FALSE, 
856,0,3.09362,0.017505, -1.#IND, FALSE, 
857,0,3.07266,0.0349732, -1.#IND, FALSE, 
858,0,3.05328,0.0559076, -1.#IND, FALSE, 
859,0,3.03352,0.0818315, -1.#IND, FALSE, 
860,0,3.01432,0.111312, -1.#IND, FALSE, 
861,0,2.99406,0.147873, -1.#IND, FALSE, 
862,0,2.97564,0.185926, -1.#IND, FALSE, 
863,0,2.95679,0.228851, -1.#IND, FALSE, 
864,0,2.936,0.281946, -1.#IND, FALSE, 
865,0,2.91495,0.342598, -1.#IND, FALSE, 
866,0,2.89219,0.417676, -1.#IND, FALSE, 
867,0,2.86908,0.504015, -1.#IND, FALSE, 
868,0,2.84442,0.60798, -1.#IND, FALSE, 
869,0,2.81852,0.729544, -1.#IND, FALSE, 
870,0,2.79003,0.886448, -1.#IND, FALSE, 
871,0,2.76268,1.05995, -1.#IND, FALSE, 
872,0,2.73351,1.27112, -1.#IND, FALSE, 
873,0,2.70082,1.5411, -1.#IND, FALSE, 
874,0,2.664,1.88951, -1.#IND, FALSE, 
875,0,2.62453,2.32077, -1.#IND, FALSE, 
876,0,2.58186,2.86192, -1.#IND, FALSE, 
877,0,2.53529,3.53092, -1.#IND, FALSE, 
878,0,2.48341,4.37326, -1.#IND, FALSE, 
879,0,2.42828,5.38726, -1.#IND, FALSE, 
880,0,2.36464,6.67851, -1.#IND, FALSE, 
881,0,0.842825,8.16263, -1.#IND, FALSE, 
882,0,0.910053,9.82264, -1.#IND, FALSE, 
883,0,0.975296,11.6226, -1.#IND, FALSE, 
884,0,1.04134,13.5846, -1.#IND, FALSE, 
885,0,2.03643,15.5161, -1.#IND, FALSE, 
886,0,1.97629,17.3963, -1.#IND, FALSE, 
887,0,1.9225,19.035, -1.#IND, FALSE, 
888,0,1.87532,20.6763, -1.#IND, FALSE, 
889,0,1.83038,22.2391, -1.#IND, FALSE, 
890,0,1.78496,23.6443, -1.#IND, FALSE, 
891,0,1.7442,25.0019, -1.#IND, FALSE, 
892,0,1.70571,26.2037, -1.#IND, FALSE, 
893,0,1.66905,27.5217, -1.#IND, FALSE, 
894,0,1.63523,28.6014, -1.#IND, FALSE, 
895,0,1.60275,29.4774, -1.#IND, FALSE, 
896,0,1.57208,30.5545, -1.#IND, FALSE, 
897,0,1.54055,31.4247, -1.#IND, FALSE, 
898,0,1.5081,32.3918, -1.#IND, FALSE, 
899,0,1.47562,33.1436, -1.#IND, FALSE, 
900,0,1.44314,33.957, -1.#IND, FALSE, 
901,0,1.40871,34.3444, -1.#IND, FALSE, 
902,0,1.37028,34.7231, -1.#IND, FALSE, 
903,0,1.33279,34.4218, -1.#IND, FALSE, 
904,0,1.29275,33.9238, -1.#IND, FALSE, 
905,0,1.24635,33.018, -1.#IND, FALSE, 
906,0,1.19137,31.7835, -1.#IND, FALSE, 
907,0,2.01361,29.9052, -1.#IND, FALSE, 
908,0,2.09045,27.2958, -1.#IND, FALSE, 
909,0,2.18031,23.6293, -1.#IND, FALSE, 
910,0,2.28718,18.8989, -1.#IND, FALSE, 
911,0,2.40308,13.8912, -1.#IND, FALSE, 
912,0,2.53155,9.02042, -1.#IND, FALSE, 
913,0,2.65017,5.42284, -1.#IND, FALSE, 
914,0,2.75101,3.10746, -1.#IND, FALSE, 
915,0,2.83497,1.72692, -1.#IND, FALSE, 
916,0,2.90714,0.907353, -1.#IND, FALSE, 
917,0,2.96458,0.468437, -1.#IND, FALSE, 
918,0,3.01102,0.232238, -1.#IND, FALSE, 
919,0,3.04813,0.109863, -1.#IND, FALSE, 
920,0,3.07969,0.0449655, -1.#IND, FALSE, 
921,0,3.10923,0.0115396, -1.#IND, FALSE, 
922,0,3.13872,8.53E-05, -1.#IND, FALSE, 
923,0,3.11916,0.00494988, -1.#IND, FALSE, 
924,0,3.09503,0.0203458, -1.#IND, FALSE, 
925,0,3.0718,0.0438973, -1.#IND, FALSE, 
926,0,3.0506,0.07203, -1.#IND, FALSE, 
927,0,3.02895,0.107189, -1.#IND, FALSE, 
928,0,3.01036,0.141999, -1.#IND, FALSE, 
929,0,2.99185,0.180527, -1.#IND, FALSE, 
930,0,2.97337,0.223471, -1.#IND, FALSE, 
931,0,2.95489,0.271026, -1.#IND, FALSE, 
932,0,2.93756,0.320579, -1.#IND, FALSE, 
933,0,2.91958,0.375994, -1.#IND, FALSE, 
934,0,2.90085,0.440072, -1.#IND, FALSE, 
935,0,2.88065,0.516275, -1.#IND, FALSE, 
936,0,2.85959,0.605852, -1.#IND, FALSE, 
937,0,2.83727,0.710459, -1.#IND, FALSE, 
938,0,2.81355,0.837757, -1.#IND, FALSE, 
939,0,2.78978,0.982807, -1.#IND, FALSE, 
940,0,2.7651,1.15914, -1.#IND, FALSE, 
941,0,2.73784,1.38045, -1.#IND, FALSE, 
942,0,2.70982,1.6368, -1.#IND, FALSE, 
943,0,2.67944,1.95284, -1.#IND, FALSE, 
944,0,2.64571,2.35037, -1.#IND, FALSE, 
945,0,2.60953,2.84332, -1.#IND, FALSE, 
946,0,2.56862,3.46464, -1.#IND, FALSE, 
947,0,2.52299,4.25252, -1.#IND, FALSE, 
948,0,2.47448,5.20973, -1.#IND, FALSE, 
949,0,2.42089,6.39808, -1.#IND, FALSE, 
950,0,2.36348,7.80736, -1.#IND, FALSE, 
951,0,0.83558,9.38127, -1.#IND, FALSE, 
952,0,0.897015,11.2078, -1.#IND, FALSE, 
953,0,0.960142,13.2563, -1.#IND, FALSE, 
954,0,1.0193,15.4109, -1.#IND, FALSE, 
955,0,2.06753,17.5539, -1.#IND, FALSE, 
956,0,2.01052,19.8493, -1.#IND, FALSE, 
957,0,1.95685,22.1748, -1.#IND, FALSE, 
958,0,1.90462,24.424, -1.#IND, FALSE, 
959,0,1.8581,26.7093, -1.#IND, FALSE, 
960,0,1.81299,28.7091, -1.#IND, FALSE, 
961,0,1.76743,30.4874, -1.#IND, FALSE, 
962,0,1.72755,32.1808, -1.#IND, FALSE, 
963,0,1.69057,33.764, -1.#IND, FALSE, 
964,0,1.65688,35.1223, -1.#IND, FALSE, 
965,0,1.6255,36.38, -1.#IND, FALSE, 
966,0,1.59248,37.4363, -1.#IND, FALSE, 
967,0,1.55986,38.4874, -1.#IND, FALSE, 
968,0,1.5269,39.388, -1.#IND, FALSE, 
969,0,1.49413,40.1412, -1.#IND, FALSE, 
970,0,1.46008,40.7671, -1.#IND, FALSE, 
971,0,1.42674,41.0255, -1.#IND, FALSE, 
972,0,1.39211,41.3507, -1.#IND, FALSE, 
973,0,1.35305,41.4622, -1.#IND, FALSE, 
974,0,1.31332,41.0269, -1.#IND, FALSE, 
975,0,1.26842,40.0103, -1.#IND, FALSE, 
976,0,1.2168,38.4412, -1.#IND, FALSE, 
977,0,1.98496,36.1473, -1.#IND, FALSE, 
978,0,2.05426,33.0625, -1.#IND, FALSE, 
979,0,2.136,28.8986, -1.#IND, FALSE, 
980,0,2.22905,23.9756, -1.#IND, FALSE, 
981,0,2.33174,18.5349, -1.#IND, FALSE, 
982,0,2.43947,13.3864, -1.#IND, FALSE, 
983,0,2.53798,9.27962, -1.#IND, FALSE, 
984,0,2.63132,6.09845, -1.#IND, FALSE, 
985,0,2.71992,3.78969, -1.#IND, FALSE, 
986,0,2.79312,2.34665, -1.#IND, FALSE, 
987,0,2.85117,1.48673, -1.#IND, FALSE, 
988,0,2.90363,0.907573, -1.#IND, FALSE, 
