Data,SI,Sudut,m,n,Status,
989,0,2.94702,0.554322, -1.#IND, FALSE, 
990,0,2.9861,0.325384, -1.#IND, FALSE, 
991,0,3.01961,0.185771, -1.#IND, FALSE, 
992,0,3.04817,0.101607, -1.#IND, FALSE, 
993,0,3.07676,0.0457575, -1.#IND, FALSE, 
994,0,3.10106,0.0168828, -1.#IND, FALSE, 
995,0,3.12341,0.00322868, -1.#IND, FALSE, 
996,0,3.13973,3.23E-05, -1.#IND, FALSE, 
997,0,3.12235,0.00332163, -1.#IND, FALSE, 
998,0,3.10382,0.0123128, -1.#IND, FALSE, 
999,0,3.08605,0.0257307, -1.#IND, FALSE, 
1000,0,3.06871,0.0429621, -1.#IND, FALSE, 
