Data,SI,Sudut,m,n,Status,
59,0,3.04083,0.0137424, -1.#IND, FALSE, 
60,0,3.11057,0.00120575, -1.#IND, FALSE, 
61,0,3.09651,0.00234522, -1.#IND, FALSE, 
62,0,3.09304,0.0027529, -1.#IND, FALSE, 
63,0,3.0392,0.0116808, -1.#IND, FALSE, 
64,2.14154,2.96056,0.0359988,35.1159, TRUE, 
65,2.09588,2.90295,0.058283,9.68074, TRUE, 
66,2.09815,2.87688,0.070835,7.55064, TRUE, 
67,2.09731,2.84207,0.0887325,5.85306, TRUE, 
68,2.11151,2.82068,0.101827,5.18745, TRUE, 
69,2.12307,2.78662,0.123075,4.34003, TRUE, 
70,2.16271,2.81629,0.109324,5.62213, TRUE, 
71,2.21378,2.88398,0.0747031,16.485, TRUE, 
72,2.23874,2.88524,0.0755792,27.9778, TRUE, 
73,0,2.90023,0.067761, -1.#IND, FALSE, 
74,0,2.88836,0.0750471, -1.#IND, FALSE, 
75,0,2.86931,0.0870736, -1.#IND, FALSE, 
76,0,2.85058,0.0996713, -1.#IND, FALSE, 
77,0,2.82729,0.116734, -1.#IND, FALSE, 
78,0,2.80335,0.134929, -1.#IND, FALSE, 
79,0,2.77446,0.160571, -1.#IND, FALSE, 
80,0,2.74293,0.196056, -1.#IND, FALSE, 
81,0,2.7099,0.241383, -1.#IND, FALSE, 
82,0,2.67491,0.298718, -1.#IND, FALSE, 
83,0,2.63617,0.368542, -1.#IND, FALSE, 
84,3.08402,2.59311,0.475472,46.6947, TRUE, 
85,3.29336,2.53865,0.611461,18.1717, TRUE, 
86,3.54662,2.4773,0.791559,11.5838, TRUE, 
87,3.84748,2.40606,1.03073,8.23107, TRUE, 
88,4.20665,0.815317,1.33179,6.38801, TRUE, 
89,4.64442,0.907444,1.70701,4.95196, TRUE, 
90,5.16149,0.998878,2.11439,3.9693, TRUE, 
91,5.93349,1.11688,2.58854,2.89638, TRUE, 
92,6.91113,1.21942,3.00416,2.1321, TRUE, 
93,8.24071,1.31155,3.35813,1.51163, TRUE, 
94,10.7082,1.3995,3.65265,1.03872, TRUE, 
95,15.9679,1.47042,3.96167,0.754324, TRUE, 
96,0,1.60581,2.12492, -1.#IND, FALSE, 
97,0,1.59195,3.75692, -1.#IND, FALSE, 
98,0,1.6361,3.91437, -1.#IND, FALSE, 
99,0,1.67334,4.03178, -1.#IND, FALSE, 
100,0,1.70393,4.16164, -1.#IND, FALSE, 
101,0,1.72737,4.31334, -1.#IND, FALSE, 
102,0,1.75574,4.41218, -1.#IND, FALSE, 
103,0,1.78636,4.43555, -1.#IND, FALSE, 
104,0,1.81597,4.46027, -1.#IND, FALSE, 
105,0,1.84323,4.47002, -1.#IND, FALSE, 
106,0,1.86931,4.50343, -1.#IND, FALSE, 
107,0,1.89618,4.45691, -1.#IND, FALSE, 
108,0,1.9221,4.40983, -1.#IND, FALSE, 
109,0,1.94737,4.31276, -1.#IND, FALSE, 
110,0,1.97198,4.22687, -1.#IND, FALSE, 
111,0,1.99623,4.1285, -1.#IND, FALSE, 
112,0,2.01575,4.08007, -1.#IND, FALSE, 
113,0,2.03527,4.04449, -1.#IND, FALSE, 
114,0,2.0583,3.98494, -1.#IND, FALSE, 
115,0,2.08443,3.88912, -1.#IND, FALSE, 
116,0,2.10893,3.85327, -1.#IND, FALSE, 
117,0,2.13886,3.79522, -1.#IND, FALSE, 
118,0,2.17119,3.6604, -1.#IND, FALSE, 
119,0,2.20116,3.52288, -1.#IND, FALSE, 
120,0,2.22935,3.39911, -1.#IND, FALSE, 
121,0,2.25711,3.2941, -1.#IND, FALSE, 
122,0,2.28808,3.14889, -1.#IND, FALSE, 
123,0,2.31776,2.98204, -1.#IND, FALSE, 
124,0,2.34858,2.79855, -1.#IND, FALSE, 
125,0,2.3759,2.63266, -1.#IND, FALSE, 
126,0,2.40379,2.46191, -1.#IND, FALSE, 
127,0,2.43143,2.28606, -1.#IND, FALSE, 
128,0,2.46851,2.05424, -1.#IND, FALSE, 
129,0,2.50272,1.86196, -1.#IND, FALSE, 
130,0,2.53532,1.67449, -1.#IND, FALSE, 
131,0,2.56134,1.53406, -1.#IND, FALSE, 
132,0,2.6041,1.29267, -1.#IND, FALSE, 
133,0,2.64882,1.05735, -1.#IND, FALSE, 
134,0,2.69365,0.841014, -1.#IND, FALSE, 
135,0,2.74344,0.633599, -1.#IND, FALSE, 
136,0,2.79308,0.461126, -1.#IND, FALSE, 
137,0,2.84439,0.316586, -1.#IND, FALSE, 
138,0,2.89538,0.204358, -1.#IND, FALSE, 
139,0,2.94196,0.126766, -1.#IND, FALSE, 
140,0,2.98123,0.0777081, -1.#IND, FALSE, 
141,0,3.0205,0.0421699, -1.#IND, FALSE, 
142,0,3.05857,0.0189455, -1.#IND, FALSE, 
143,0,3.09292,0.00627238, -1.#IND, FALSE, 
144,0,3.12438,0.000760771, -1.#IND, FALSE, 
145,0,3.12356,0.000809421, -1.#IND, FALSE, 
146,0,3.09095,0.00623609, -1.#IND, FALSE, 
147,0,3.05578,0.0175653, -1.#IND, FALSE, 
148,0,3.02383,0.0329407, -1.#IND, FALSE, 
149,0,2.99427,0.0517528, -1.#IND, FALSE, 
150,0,2.96513,0.0755134, -1.#IND, FALSE, 
151,0,2.9378,0.103268, -1.#IND, FALSE, 
152,0,2.90852,0.139204, -1.#IND, FALSE, 
153,0,2.87429,0.190395, -1.#IND, FALSE, 
154,0,2.84246,0.249852, -1.#IND, FALSE, 
155,0,2.81041,0.322632, -1.#IND, FALSE, 
156,0,2.77022,0.429058, -1.#IND, FALSE, 
157,0,2.72702,0.569209, -1.#IND, FALSE, 
158,0,2.68419,0.739043, -1.#IND, FALSE, 
159,0,2.63748,0.957258, -1.#IND, FALSE, 
160,0,2.58595,1.23858, -1.#IND, FALSE, 
161,0,2.53064,1.5977, -1.#IND, FALSE, 
162,0,2.46848,2.06027, -1.#IND, FALSE, 
163,0,2.405,2.61895, -1.#IND, FALSE, 
164,0,0.806712,3.31445, -1.#IND, FALSE, 
165,0,0.886115,4.15401, -1.#IND, FALSE, 
166,0,0.955812,5.01778, -1.#IND, FALSE, 
167,0,2.11822,5.91277, -1.#IND, FALSE, 
168,0,2.0512,6.82681, -1.#IND, FALSE, 
169,0,1.99301,7.76093, -1.#IND, FALSE, 
170,0,1.93609,8.65655, -1.#IND, FALSE, 
171,0,1.88359,9.48484, -1.#IND, FALSE, 
172,0,1.83995,10.3364, -1.#IND, FALSE, 
173,0,1.80117,11.2465, -1.#IND, FALSE, 
174,0,1.76388,12.0571, -1.#IND, FALSE, 
175,0,1.72847,12.7539, -1.#IND, FALSE, 
176,0,1.69492,13.3206, -1.#IND, FALSE, 
177,0,1.66356,13.9324, -1.#IND, FALSE, 
178,0,1.63442,14.5197, -1.#IND, FALSE, 
179,0,1.60604,15.1103, -1.#IND, FALSE, 
180,0,1.578,15.82, -1.#IND, FALSE, 
181,0,1.55012,16.6281, -1.#IND, FALSE, 
182,0,1.52329,17.2197, -1.#IND, FALSE, 
183,0,1.49775,17.7429, -1.#IND, FALSE, 
184,0,1.4698,18.2249, -1.#IND, FALSE, 
185,0,1.43987,18.5883, -1.#IND, FALSE, 
186,0,1.40761,18.9625, -1.#IND, FALSE, 
187,0,1.37323,19.3583, -1.#IND, FALSE, 
188,0,1.33887,19.2543, -1.#IND, FALSE, 
189,0,1.30201,19.0591, -1.#IND, FALSE, 
190,0,1.26104,18.5729, -1.#IND, FALSE, 
191,0,1.21465,17.7911, -1.#IND, FALSE, 
192,0,1.1616,16.6629, -1.#IND, FALSE, 
193,0,1.10232,15.1809, -1.#IND, FALSE, 
194,0,1.0381,13.4218, -1.#IND, FALSE, 
195,0,2.18253,11.3958, -1.#IND, FALSE, 
196,0,2.26622,9.23324, -1.#IND, FALSE, 
197,0,2.35768,7.07759, -1.#IND, FALSE, 
198,0,2.4506,5.15279, -1.#IND, FALSE, 
199,0,2.51688,3.89061, -1.#IND, FALSE, 
200,0,2.59086,2.76957, -1.#IND, FALSE, 
201,0,2.66566,1.87675, -1.#IND, FALSE, 
202,0,2.72803,1.28531, -1.#IND, FALSE, 
203,0,2.77836,0.903878, -1.#IND, FALSE, 
204,0,2.82873,0.60966, -1.#IND, FALSE, 
205,0,2.87442,0.405549, -1.#IND, FALSE, 
206,0,2.92015,0.253925, -1.#IND, FALSE, 
207,0,2.96521,0.146946, -1.#IND, FALSE, 
208,0,3.0075,0.0777417, -1.#IND, FALSE, 
209,0,3.04877,0.0342188, -1.#IND, FALSE, 
210,0,3.08419,0.0121405, -1.#IND, FALSE, 
211,0,3.11532,0.00238974, -1.#IND, FALSE, 
212,0,3.13665,7.99E-05, -1.#IND, FALSE, 
213,0,3.10755,0.00361587, -1.#IND, FALSE, 
214,0,3.0803,0.0112875, -1.#IND, FALSE, 
215,0,3.05254,0.0229111, -1.#IND, FALSE, 
216,0,3.02624,0.0373152, -1.#IND, FALSE, 
217,0,2.99774,0.0568234, -1.#IND, FALSE, 
218,0,2.9682,0.0812724, -1.#IND, FALSE, 
219,0,2.93884,0.11028, -1.#IND, FALSE, 
220,0,2.90911,0.145328, -1.#IND, FALSE, 
221,0,2.8801,0.186147, -1.#IND, FALSE, 
222,0,2.85061,0.235377, -1.#IND, FALSE, 
223,0,2.82261,0.290736, -1.#IND, FALSE, 
224,0,2.79236,0.360377, -1.#IND, FALSE, 
225,0,2.7603,0.447541, -1.#IND, FALSE, 
226,0,2.72581,0.55565, -1.#IND, FALSE, 
227,0,2.68845,0.693093, -1.#IND, FALSE, 
228,0,2.65021,0.858184, -1.#IND, FALSE, 
229,0,2.61376,1.04434, -1.#IND, FALSE, 
230,0,2.57476,1.27233, -1.#IND, FALSE, 
231,0,2.52946,1.56404, -1.#IND, FALSE, 
232,0,2.47995,1.92505, -1.#IND, FALSE, 
233,0,2.43246,2.33826, -1.#IND, FALSE, 
234,0,2.38618,2.80401, -1.#IND, FALSE, 
235,0,0.810023,3.39517, -1.#IND, FALSE, 
236,0,0.856539,4.0006, -1.#IND, FALSE, 
237,0,0.907196,4.70752, -1.#IND, FALSE, 
238,0,0.957969,5.49075, -1.#IND, FALSE, 
239,0,1.01696,6.38379, -1.#IND, FALSE, 
240,0,2.0649,7.3381, -1.#IND, FALSE, 
241,0,2.0063,8.33384, -1.#IND, FALSE, 
242,0,1.95304,9.28996, -1.#IND, FALSE, 
243,0,1.90183,10.2596, -1.#IND, FALSE, 
244,0,1.85156,11.1596, -1.#IND, FALSE, 
245,0,1.80316,11.9011, -1.#IND, FALSE, 
246,0,1.75795,12.5456, -1.#IND, FALSE, 
247,0,1.71721,13.0852, -1.#IND, FALSE, 
248,0,1.6801,13.579, -1.#IND, FALSE, 
249,0,1.64516,14.0536, -1.#IND, FALSE, 
250,0,1.61295,14.4055, -1.#IND, FALSE, 
251,0,1.58136,14.8665, -1.#IND, FALSE, 
252,0,1.55184,14.9689, -1.#IND, FALSE, 
253,0,1.52398,15.1524, -1.#IND, FALSE, 
254,0,1.49692,15.2985, -1.#IND, FALSE, 
255,0,1.46964,15.5137, -1.#IND, FALSE, 
256,0,1.44141,15.8675, -1.#IND, FALSE, 
257,0,1.41064,16.3176, -1.#IND, FALSE, 
258,0,1.38072,16.4312, -1.#IND, FALSE, 
259,0,1.34744,16.5963, -1.#IND, FALSE, 
260,0,1.31133,16.6838, -1.#IND, FALSE, 
261,0,1.27369,16.4585, -1.#IND, FALSE, 
262,0,1.23151,16.1209, -1.#IND, FALSE, 
263,0,1.18838,15.4939, -1.#IND, FALSE, 
264,0,1.14121,14.6976, -1.#IND, FALSE, 
265,0,1.08669,13.7116, -1.#IND, FALSE, 
266,0,2.11321,12.4937, -1.#IND, FALSE, 
267,0,2.17725,11.0622, -1.#IND, FALSE, 
268,0,2.24498,9.50581, -1.#IND, FALSE, 
269,0,2.31308,7.95194, -1.#IND, FALSE, 
270,0,2.38073,6.48929, -1.#IND, FALSE, 
271,0,2.44353,5.22824, -1.#IND, FALSE, 
272,0,2.49854,4.2154, -1.#IND, FALSE, 
273,0,2.55174,3.35538, -1.#IND, FALSE, 
274,0,2.61414,2.51887, -1.#IND, FALSE, 
275,0,2.67519,1.83827, -1.#IND, FALSE, 
276,0,2.73192,1.31939, -1.#IND, FALSE, 
277,0,2.79406,0.875756, -1.#IND, FALSE, 
278,0,2.85151,0.562245, -1.#IND, FALSE, 
279,0,2.90615,0.34087, -1.#IND, FALSE, 
280,0,2.95382,0.20096, -1.#IND, FALSE, 
281,0,2.99855,0.108954, -1.#IND, FALSE, 
282,0,3.03835,0.0534998, -1.#IND, FALSE, 
283,0,3.07476,0.0211726, -1.#IND, FALSE, 
284,0,3.10922,0.00471546, -1.#IND, FALSE, 
285,0,3.13832,4.63E-05, -1.#IND, FALSE, 
286,0,3.11637,0.00264594, -1.#IND, FALSE, 
287,0,3.08533,0.0127512, -1.#IND, FALSE, 
288,0,3.05248,0.0312111, -1.#IND, FALSE, 
289,0,3.01773,0.0593559, -1.#IND, FALSE, 
290,0,2.98796,0.0909598, -1.#IND, FALSE, 
291,0,2.95779,0.130899, -1.#IND, FALSE, 
292,0,2.9284,0.178184, -1.#IND, FALSE, 
293,0,2.89733,0.23918, -1.#IND, FALSE, 
294,0,2.86486,0.316737, -1.#IND, FALSE, 
295,0,2.83266,0.40948, -1.#IND, FALSE, 
296,0,2.80384,0.509537, -1.#IND, FALSE, 
297,0,2.77627,0.625334, -1.#IND, FALSE, 
298,0,2.74918,0.759303, -1.#IND, FALSE, 
299,0,2.71712,0.936318, -1.#IND, FALSE, 
300,0,2.68133,1.16395, -1.#IND, FALSE, 
301,0,2.64111,1.45499, -1.#IND, FALSE, 
302,0,2.59072,1.86984, -1.#IND, FALSE, 
303,0,2.54187,2.35727, -1.#IND, FALSE, 
304,0,2.49675,2.90493, -1.#IND, FALSE, 
305,0,2.45469,3.52405, -1.#IND, FALSE, 
306,0,2.40701,4.28792, -1.#IND, FALSE, 
307,0,0.789477,5.2575, -1.#IND, FALSE, 
308,0,0.848889,6.40575, -1.#IND, FALSE, 
309,0,0.907165,7.70264, -1.#IND, FALSE, 
310,0,0.962999,9.12627, -1.#IND, FALSE, 
311,0,2.12384,10.6464, -1.#IND, FALSE, 
312,0,2.06263,12.2398, -1.#IND, FALSE, 
313,0,2.00346,13.8535, -1.#IND, FALSE, 
314,0,1.94305,15.3647, -1.#IND, FALSE, 
315,0,1.88714,16.6855, -1.#IND, FALSE, 
316,0,1.83629,17.8415, -1.#IND, FALSE, 
317,0,1.79263,18.7966, -1.#IND, FALSE, 
318,0,1.75229,19.8476, -1.#IND, FALSE, 
319,0,1.71292,20.6257, -1.#IND, FALSE, 
320,0,1.6771,21.1738, -1.#IND, FALSE, 
321,0,1.64707,21.895, -1.#IND, FALSE, 
322,0,1.6189,22.3244, -1.#IND, FALSE, 
323,0,1.5917,22.9932, -1.#IND, FALSE, 
324,0,1.56635,23.6001, -1.#IND, FALSE, 
325,0,1.54136,24.2961, -1.#IND, FALSE, 
326,0,1.51704,25.0077, -1.#IND, FALSE, 
327,0,1.49338,25.3608, -1.#IND, FALSE, 
328,0,1.46969,25.5996, -1.#IND, FALSE, 
329,0,1.44438,25.8412, -1.#IND, FALSE, 
330,0,1.4168,26.2672, -1.#IND, FALSE, 
331,0,1.38716,26.665, -1.#IND, FALSE, 
332,0,1.35411,26.9955, -1.#IND, FALSE, 
333,0,1.31977,26.9775, -1.#IND, FALSE, 
334,0,1.27784,27.175, -1.#IND, FALSE, 
335,0,1.22478,26.9385, -1.#IND, FALSE, 
336,0,1.16129,25.9197, -1.#IND, FALSE, 
337,0,1.09665,23.8165, -1.#IND, FALSE, 
338,0,1.0233,20.9639, -1.#IND, FALSE, 
339,0,2.20354,17.5542, -1.#IND, FALSE, 
340,0,2.29569,13.9037, -1.#IND, FALSE, 
341,0,2.3971,10.2708, -1.#IND, FALSE, 
342,0,2.49234,7.25583, -1.#IND, FALSE, 
343,0,2.57297,5.0728, -1.#IND, FALSE, 
344,0,2.64411,3.51029, -1.#IND, FALSE, 
345,0,2.70571,2.42772, -1.#IND, FALSE, 
346,0,2.75257,1.75078, -1.#IND, FALSE, 
347,0,2.80506,1.18105, -1.#IND, FALSE, 
348,0,2.85527,0.770903, -1.#IND, FALSE, 
349,0,2.8982,0.505475, -1.#IND, FALSE, 
350,0,2.93975,0.31703, -1.#IND, FALSE, 
351,0,2.98301,0.178565, -1.#IND, FALSE, 
352,0,3.02183,0.0936183, -1.#IND, FALSE, 
353,0,3.05715,0.0430647, -1.#IND, FALSE, 
354,0,3.0923,0.0136457, -1.#IND, FALSE, 
355,0,3.12424,0.00158917, -1.#IND, FALSE, 
356,0,3.12767,0.000971687, -1.#IND, FALSE, 
357,0,3.09843,0.00896545, -1.#IND, FALSE, 
358,0,3.07125,0.0230058, -1.#IND, FALSE, 
359,0,3.04493,0.0419884, -1.#IND, FALSE, 
360,0,3.01742,0.067405, -1.#IND, FALSE, 
361,0,2.99137,0.0962673, -1.#IND, FALSE, 
362,0,2.96257,0.133865, -1.#IND, FALSE, 
363,0,2.93406,0.178975, -1.#IND, FALSE, 
364,0,2.90656,0.23029, -1.#IND, FALSE, 
365,0,2.876,0.297461, -1.#IND, FALSE, 
366,0,2.8495,0.367334, -1.#IND, FALSE, 
367,0,2.82138,0.454927, -1.#IND, FALSE, 
368,0,2.79127,0.56436, -1.#IND, FALSE, 
369,0,2.75869,0.701941, -1.#IND, FALSE, 
370,0,2.72276,0.88052, -1.#IND, FALSE, 
371,0,2.68714,1.0897, -1.#IND, FALSE, 
372,0,2.65218,1.33495, -1.#IND, FALSE, 
373,0,2.62138,1.5949, -1.#IND, FALSE, 
374,0,2.58176,1.95679, -1.#IND, FALSE, 
375,0,2.5335,2.44038, -1.#IND, FALSE, 
376,0,2.48065,3.0504, -1.#IND, FALSE, 
377,0,2.41714,3.85066, -1.#IND, FALSE, 
378,0,0.788219,4.77781, -1.#IND, FALSE, 
379,0,0.850654,5.82212, -1.#IND, FALSE, 
380,0,0.919586,7.04123, -1.#IND, FALSE, 
381,0,0.981741,8.30657, -1.#IND, FALSE, 
382,0,2.09968,9.57717, -1.#IND, FALSE, 
383,0,2.04134,10.9047, -1.#IND, FALSE, 
384,0,1.98517,12.2384, -1.#IND, FALSE, 
385,0,1.92791,13.5327, -1.#IND, FALSE, 
386,0,1.8805,14.8308, -1.#IND, FALSE, 
387,0,1.83297,15.9765, -1.#IND, FALSE, 
388,0,1.78788,17.0167, -1.#IND, FALSE, 
389,0,1.74397,17.6992, -1.#IND, FALSE, 
390,0,1.70679,18.5157, -1.#IND, FALSE, 
391,0,1.67262,19.2783, -1.#IND, FALSE, 
392,0,1.63878,19.9829, -1.#IND, FALSE, 
393,0,1.60867,20.835, -1.#IND, FALSE, 
394,0,1.57905,21.5479, -1.#IND, FALSE, 
395,0,1.54989,22.1404, -1.#IND, FALSE, 
396,0,1.5209,22.7513, -1.#IND, FALSE, 
397,0,1.49303,23.2373, -1.#IND, FALSE, 
398,0,1.4669,23.2101, -1.#IND, FALSE, 
399,0,1.44009,23.3621, -1.#IND, FALSE, 
400,0,1.41253,23.5883, -1.#IND, FALSE, 
401,0,1.38172,24.0033, -1.#IND, FALSE, 
402,0,1.35108,24.0752, -1.#IND, FALSE, 
403,0,1.31718,24.0888, -1.#IND, FALSE, 
404,0,1.27859,24.0115, -1.#IND, FALSE, 
405,0,1.23486,23.5243, -1.#IND, FALSE, 
406,0,1.19028,22.5592, -1.#IND, FALSE, 
407,0,1.14214,21.263, -1.#IND, FALSE, 
408,0,1.08035,19.7068, -1.#IND, FALSE, 
409,0,2.11803,17.7119, -1.#IND, FALSE, 
410,0,2.18274,15.4763, -1.#IND, FALSE, 
411,0,2.25376,13.0638, -1.#IND, FALSE, 
412,0,2.33028,10.6023, -1.#IND, FALSE, 
413,0,2.40588,8.34216, -1.#IND, FALSE, 
414,0,2.48427,6.29152, -1.#IND, FALSE, 
415,0,2.55964,4.60553, -1.#IND, FALSE, 
416,0,2.63086,3.28532, -1.#IND, FALSE, 
417,0,2.69842,2.27677, -1.#IND, FALSE, 
418,0,2.76601,1.49817, -1.#IND, FALSE, 
419,0,2.82782,0.956795, -1.#IND, FALSE, 
420,0,2.8822,0.599694, -1.#IND, FALSE, 
421,0,2.94008,0.330996, -1.#IND, FALSE, 
422,0,2.9903,0.171681, -1.#IND, FALSE, 
423,0,3.03472,0.0794372, -1.#IND, FALSE, 
424,0,3.07174,0.0318358, -1.#IND, FALSE, 
425,0,3.10848,0.00672333, -1.#IND, FALSE, 
426,0,3.13961,2.29E-05, -1.#IND, FALSE, 
427,0,3.10755,0.00644026, -1.#IND, FALSE, 
428,0,3.07528,0.0235609, -1.#IND, FALSE, 
429,0,3.04393,0.049733, -1.#IND, FALSE, 
430,0,3.01424,0.0828583, -1.#IND, FALSE, 
431,0,2.98527,0.123464, -1.#IND, FALSE, 
432,0,2.95756,0.170756, -1.#IND, FALSE, 
433,0,2.92802,0.231726, -1.#IND, FALSE, 
434,0,2.89911,0.304589, -1.#IND, FALSE, 
435,0,2.87071,0.389924, -1.#IND, FALSE, 
436,0,2.84073,0.496197, -1.#IND, FALSE, 
437,0,2.81037,0.626593, -1.#IND, FALSE, 
438,0,2.77887,0.785821, -1.#IND, FALSE, 
439,0,2.74576,0.982652, -1.#IND, FALSE, 
440,0,2.70961,1.23266, -1.#IND, FALSE, 
441,0,2.67261,1.53315, -1.#IND, FALSE, 
442,0,2.63465,1.89756, -1.#IND, FALSE, 
443,0,2.58538,2.42398, -1.#IND, FALSE, 
444,0,2.54149,2.99845, -1.#IND, FALSE, 
445,0,2.49139,3.74309, -1.#IND, FALSE, 
446,0,2.43105,4.73395, -1.#IND, FALSE, 
447,0,2.37339,5.84118, -1.#IND, FALSE, 
448,0,0.834448,7.21675, -1.#IND, FALSE, 
449,0,0.89512,8.69418, -1.#IND, FALSE, 
450,0,0.95839,10.3705, -1.#IND, FALSE, 
451,0,2.12017,12.1417, -1.#IND, FALSE, 
452,0,2.05638,13.9855, -1.#IND, FALSE, 
453,0,1.99751,15.8444, -1.#IND, FALSE, 
454,0,1.94015,17.6114, -1.#IND, FALSE, 
455,0,1.8909,19.2685, -1.#IND, FALSE, 
456,0,1.84686,20.8422, -1.#IND, FALSE, 
457,0,1.80204,22.1059, -1.#IND, FALSE, 
458,0,1.76202,23.2554, -1.#IND, FALSE, 
459,0,1.72948,24.7818, -1.#IND, FALSE, 
460,0,1.69815,25.9638, -1.#IND, FALSE, 
461,0,1.66822,27.2688, -1.#IND, FALSE, 
462,0,1.64049,28.8339, -1.#IND, FALSE, 
463,0,1.61196,29.68, -1.#IND, FALSE, 
464,0,1.58444,30.6802, -1.#IND, FALSE, 
465,0,1.55841,31.4651, -1.#IND, FALSE, 
466,0,1.53262,32.4661, -1.#IND, FALSE, 
467,0,1.50829,33.4615, -1.#IND, FALSE, 
468,0,1.48254,34.4484, -1.#IND, FALSE, 
469,0,1.45592,35.5758, -1.#IND, FALSE, 
470,0,1.42745,36.5774, -1.#IND, FALSE, 
471,0,1.39909,36.7168, -1.#IND, FALSE, 
472,0,1.37052,36.8351, -1.#IND, FALSE, 
473,0,1.33674,37.0441, -1.#IND, FALSE, 
474,0,1.29978,36.9441, -1.#IND, FALSE, 
475,0,1.26294,36.0709, -1.#IND, FALSE, 
476,0,1.22257,34.5255, -1.#IND, FALSE, 
477,0,1.17658,32.5278, -1.#IND, FALSE, 
478,0,1.12624,30.0927, -1.#IND, FALSE, 
479,0,1.0603,27.2373, -1.#IND, FALSE, 
480,0,2.1594,23.6326, -1.#IND, FALSE, 
481,0,2.24602,19.4345, -1.#IND, FALSE, 
482,0,2.33536,15.1621, -1.#IND, FALSE, 
483,0,2.412,11.6376, -1.#IND, FALSE, 
484,0,2.48744,8.65244, -1.#IND, FALSE, 
485,0,2.56523,6.15614, -1.#IND, FALSE, 
486,0,2.64855,4.0848, -1.#IND, FALSE, 
487,0,2.73245,2.52166, -1.#IND, FALSE, 
488,0,2.79905,1.5869, -1.#IND, FALSE, 
489,0,2.86583,0.920515, -1.#IND, FALSE, 
490,0,2.92223,0.524301, -1.#IND, FALSE, 
491,0,2.96865,0.295754, -1.#IND, FALSE, 
492,0,3.01568,0.142554, -1.#IND, FALSE, 
493,0,3.05747,0.0582503, -1.#IND, FALSE, 
494,0,3.09377,0.0174141, -1.#IND, FALSE, 
495,0,3.12669,0.00158407, -1.#IND, FALSE, 
