No,SI,Sudut,m,n,Status,
57,0,2.39067,0.0589633, -1.#IND, FALSE, 
58,0,2.40135,0.0544718, -1.#IND, FALSE, 
59,0,2.41737,0.0472467, -1.#IND, FALSE, 
60,0,2.42219,0.0446741, -1.#IND, FALSE, 
61,0,2.43423,0.0382637, -1.#IND, FALSE, 
62,0,2.42723,0.0428975, -1.#IND, FALSE, 
63,0,2.4485,0.0318296, -1.#IND, FALSE, 
64,0,2.57492, -1.#IND,0.0153996, FALSE, 
65,0,2.79981, -1.#IND,0.515547, FALSE, 
66,0,3.05373, -1.#IND,23.9922, FALSE, 
67,3.50416,3.07702,0.0127327,55.1545, TRUE, 
68,2.18541,2.96338,0.036501,8.45627, TRUE, 
69,1.92949,2.90065,0.0504771,5.04248, TRUE, 
70,1.81091,2.85524,0.0611762,3.73248, TRUE, 
71,1.74841,2.81962,0.0704644,3.02727, TRUE, 
72,1.72589,2.80271,0.0751904,2.76729, TRUE, 
73,1.71932,2.79645,0.0770671,2.67669, TRUE, 
74,1.71966,2.79683,0.0769485,2.68228, TRUE, 
75,1.71832,2.79535,0.0774097,2.66086, TRUE, 
76,1.72235,2.8011,0.0754988,2.75645, TRUE, 
77,1.72842,2.81019,0.0724362,2.9406, TRUE, 
78,1.72991,2.81213,0.071803,2.98339, TRUE, 
79,1.73247,2.81583,0.0705611,3.07878, TRUE, 
80,1.73336,2.81708,0.0701454,3.11356, TRUE, 
81,1.73327,2.81695,0.0701883,3.10986, TRUE, 
82,1.7332,2.81683,0.0702308,3.10601, TRUE, 
83,1.73325,2.81694,0.0701902,3.10992, TRUE, 
84,1.73316,2.81671,0.0702731,3.10155, TRUE, 
85,1.73263,2.81536,0.0707652,3.05396, TRUE, 
86,1.73254,2.81473,0.0710107,3.02838, TRUE, 
87,1.73249,2.81372,0.0714161,2.98629, TRUE, 
88,1.73261,2.81324,0.0716223,2.96304, TRUE, 
89,1.73291,2.81242,0.0719837,2.92206, TRUE, 
90,1.73319,2.81206,0.0721564,2.90029, TRUE, 
91,1.7339,2.81124,0.072566,2.84991, TRUE, 
92,1.73477,2.8106,0.0729139,2.80418, TRUE, 
93,1.73605,2.80978,0.0733801,2.74511, TRUE, 
94,1.73746,2.80927,0.0737389,2.69437, TRUE, 
95,1.73909,2.80889,0.0740668,2.64407, TRUE, 
96,1.74103,2.80863,0.0743818,2.59186, TRUE, 
97,1.74291,2.80861,0.0745904,2.54798, TRUE, 
98,1.74419,2.80876,0.0746694,2.52114, TRUE, 
99,1.74518,2.80896,0.0746921,2.50168, TRUE, 
100,1.74521,2.80897,0.0746916,2.50096, TRUE, 
101,1.74356,2.80825,0.0748013,2.53395, TRUE, 
102,1.74349,2.80821,0.0748095,2.53547, TRUE, 
103,1.74422,2.80875,0.0746762,2.51892, TRUE, 
104,1.74506,2.80954,0.0744583,2.49918, TRUE, 
105,1.74564,2.81021,0.0742578,2.48512, TRUE, 
106,1.746,2.81073,0.0740966,2.476, TRUE, 
107,1.74673,2.81216,0.0736178,2.45475, TRUE, 
108,1.74731,2.81367,0.0730948,2.43558, TRUE, 
109,1.7479,2.816,0.0722567,2.411, TRUE, 
110,1.74831,2.81832,0.0714015,2.38972, TRUE, 
111,1.74854,2.82106,0.0703753,2.36842, TRUE, 
112,1.74858,2.82155,0.0701922,2.36474, TRUE, 
113,1.74858,2.82148,0.0702201,2.36524, TRUE, 
114,1.74849,2.82241,0.0698551,2.35967, TRUE, 
115,1.74803,2.82463,0.0689674,2.34858, TRUE, 
116,1.74823,2.82353,0.0694055,2.35425, TRUE, 
117,1.7485,2.82249,0.0698272,2.35912, TRUE, 
118,1.74803,2.82366,0.0693359,2.35462, TRUE, 
119,1.74796,2.82381,0.0692753,2.3541, TRUE, 
120,1.74875,2.82208,0.0700027,2.36019, TRUE, 
121,1.75076,2.81783,0.0718141,2.3756, TRUE, 
122,1.75285,2.81418,0.0734152,2.38755, TRUE, 
123,1.75473,2.81139,0.0746763,2.39554, TRUE, 
124,1.75676,2.80869,0.0759202,2.40243, TRUE, 
125,1.75946,2.80534,0.0774961,2.41044, TRUE, 
126,1.76258,2.80177,0.0792152,2.41817, TRUE, 
127,1.76547,2.79878,0.0806952,2.42359, TRUE, 
128,1.76808,2.7963,0.0819547,2.42724, TRUE, 
129,1.81581,2.76962,0.0983609,2.4091, TRUE, 
130,1.86545,2.74484,0.115887,2.38235, TRUE, 
131,1.91943,2.71924,0.136206,2.35329, TRUE, 
132,1.96857,2.69985,0.154353,2.3152, TRUE, 
133,2.01454,2.68409,0.171322,2.27634, TRUE, 
134,2.05259,2.67295,0.185168,2.24214, TRUE, 
135,2.08229,2.6686,0.193861,2.21682, TRUE, 
136,2.10902,2.66626,0.200962,2.19551, TRUE, 
137,2.13181,2.66593,0.206097,2.17927, TRUE, 
138,2.14871,2.66752,0.208726,2.17074, TRUE, 
139,2.16019,2.67361,0.207107,2.17202, TRUE, 
140,2.16834,2.68266,0.202643,2.17869, TRUE, 
141,2.16984,2.69756,0.192638,2.20042, TRUE, 
142,2.17055,2.71107,0.183396,2.22247, TRUE, 
143,2.16901,2.72517,0.173367,2.24738, TRUE, 
144,2.16437,2.74101,0.161727,2.27792, TRUE, 
145,2.16125,2.75348,0.152794,2.30348, TRUE, 
146,2.15567,2.76689,0.143033,2.33275, TRUE, 
147,2.15251,2.7769,0.136032,2.35577, TRUE, 
148,2.14608,2.78966,0.126971,2.38794, TRUE, 
149,2.13575,2.80386,0.11682,2.42622, TRUE, 
150,2.12856,2.81446,0.109558,2.45661, TRUE, 
151,2.11888,2.82567,0.101893,2.49136, TRUE, 
152,2.10871,2.836,0.094956,2.526, TRUE, 
153,2.09846,2.84711,0.0878332,2.56693, TRUE, 
154,2.08533,2.85852,0.0806054,2.61428, TRUE, 
155,2.07162,2.86864,0.0743202,2.6617, TRUE, 
156,2.05893,2.87728,0.0691138,2.7072, TRUE, 
157,2.04657,2.88503,0.0645659,2.7533, TRUE, 
158,2.03543,2.89031,0.0613967,2.79093, TRUE, 
159,2.0235,2.89498,0.0585573,2.83024, TRUE, 
160,2.01218,2.89849,0.0563395,2.86652, TRUE, 
161,2.00077,2.90175,0.0542824,2.90623, TRUE, 
162,1.99039,2.90398,0.0527642,2.94249, TRUE, 
163,1.97867,2.90641,0.0511199,2.98815, TRUE, 
164,1.96888,2.90779,0.0500394,3.02822, TRUE, 
165,1.95913,2.90881,0.0491185,3.07158, TRUE, 
166,1.95079,2.90876,0.0487069,3.10887, TRUE, 
167,1.94492,2.90762,0.0488475,3.13437, TRUE, 
168,1.93947,2.90622,0.0491127,3.16137, TRUE, 
169,1.93506,2.90437,0.0496038,3.18585, TRUE, 
170,1.93269,2.90192,0.0504381,3.20135, TRUE, 
171,1.93033,2.8993,0.0513419,3.22043, TRUE, 
172,1.92786,2.8965,0.052314,3.24389, TRUE, 
173,1.92637,2.89335,0.0534856,3.2655, TRUE, 
174,1.92442,2.88996,0.0547306,3.29567, TRUE, 
175,1.92462,2.88603,0.0563349,3.31669, TRUE, 
176,1.92666,2.88164,0.0582609,3.3304, TRUE, 
177,1.92943,2.87687,0.0604202,3.345, TRUE, 
178,1.93265,2.87173,0.0628016,3.3631, TRUE, 
179,1.93756,2.86611,0.065554,3.37598, TRUE, 
180,1.94378,2.86001,0.0686657,3.38697, TRUE, 
181,1.95179,2.85353,0.0721646,3.39219, TRUE, 
182,1.95911,2.84638,0.0760016,3.41273, TRUE, 
183,1.96637,2.83864,0.0802076,3.44511, TRUE, 
184,1.9781,2.83013,0.0852925,3.45556, TRUE, 
185,1.9906,2.82054,0.0911531,3.47607, TRUE, 
186,2.00649,2.81028,0.0979034,3.48391, TRUE, 
187,2.02416,2.79948,0.105394,3.49042, TRUE, 
188,2.04396,2.78756,0.114041,3.49911, TRUE, 
189,2.06586,2.77497,0.123696,3.5067, TRUE, 
190,2.08989,2.76092,0.134903,3.52199, TRUE, 
191,2.11905,2.7457,0.148094,3.52118, TRUE, 
192,2.15538,2.72992,0.163508,3.48675, TRUE, 
193,2.19712,2.71366,0.181123,3.43322, TRUE, 
194,2.24292,2.69719,0.200786,3.36836, TRUE, 
195,2.28976,2.68098,0.221758,3.30304, TRUE, 
196,2.34121,2.66419,0.245583,3.22852, TRUE, 
197,2.39337,2.64773,0.270907,3.15431, TRUE, 
198,2.44623,2.63213,0.297399,3.07879, TRUE, 
199,2.50765,2.61505,0.329445,2.99121, TRUE, 
200,2.56823,2.59936,0.362366,2.9056, TRUE, 
201,2.62597,2.58686,0.393748,2.82508, TRUE, 
202,2.68365,2.57613,0.425568,2.74828, TRUE, 
203,2.73868,2.56629,0.457566,2.67651, TRUE, 
204,2.78015,2.56626,0.475513,2.6301, TRUE, 
205,2.80259,2.57901,0.471577,2.62249, TRUE, 
206,2.81351,2.59738,0.455306,2.63762, TRUE, 
207,2.80902,2.62635,0.419192,2.68953, TRUE, 
208,2.79742,2.65924,0.375347,2.75792, TRUE, 
209,2.78008,2.69258,0.329852,2.83501, TRUE, 
210,2.75847,2.72836,0.282141,2.92209, TRUE, 
211,2.73344,2.76318,0.237501,3.0139, TRUE, 
212,2.70772,2.79468,0.199429,3.10295, TRUE, 
213,2.68573,2.81878,0.172062,3.1756, TRUE, 
214,2.6624,2.84227,0.147042,3.25315, TRUE, 
215,2.63666,2.86426,0.125044,3.33099, TRUE, 
216,2.60967,2.88502,0.105756,3.41395, TRUE, 
217,2.58986,2.89987,0.0929979,3.48112, TRUE, 
218,2.56946,2.91408,0.0815258,3.5539, TRUE, 
219,2.55134,2.92467,0.0733473,3.61543, TRUE, 
220,2.53416,2.93403,0.0664628,3.67685, TRUE, 
221,2.51874,2.94071,0.0616335,3.72801, TRUE, 
222,2.50297,2.94693,0.0572668,3.78242, TRUE, 
223,2.48533,2.95192,0.0536831,3.8373, TRUE, 
224,2.47004,2.95554,0.0510688,3.88575, TRUE, 
225,2.45576,2.95897,0.0486791,3.93646, TRUE, 
226,2.43882,2.96223,0.0463504,3.99722, TRUE, 
227,2.4228,2.96511,0.044318,4.06042, TRUE, 
228,2.40462,2.96753,0.0424903,4.13395, TRUE, 
229,2.38227,2.96969,0.0406896,4.22842, TRUE, 
230,2.36303,2.97035,0.0397207,4.31107, TRUE, 
231,2.34602,2.96986,0.0393591,4.38368, TRUE, 
232,2.33073,2.96866,0.0393641,4.45146, TRUE, 
233,2.31643,2.96706,0.0395728,4.52055, TRUE, 
234,2.30191,2.965,0.039965,4.59502, TRUE, 
235,2.29162,2.96232,0.0407711,4.64963, TRUE, 
236,2.28059,2.95921,0.041732,4.7096, TRUE, 
237,2.27262,2.9556,0.0430303,4.75296, TRUE, 
238,2.26558,2.95173,0.0444843,4.79517, TRUE, 
239,2.26076,2.94756,0.0461759,4.82657, TRUE, 
240,2.2545,2.94329,0.0478661,4.87996, TRUE, 
241,2.24921,2.9388,0.0497176,4.93511, TRUE, 
242,2.24592,2.93385,0.0518999,4.97834, TRUE, 
243,2.24563,2.92867,0.0543686,5.00226, TRUE, 
244,2.24364,2.92312,0.0569773,5.05314, TRUE, 
245,2.24315,2.9172,0.0598952,5.10008, TRUE, 
246,2.24608,2.91109,0.0631669,5.12249, TRUE, 
247,2.24957,2.90461,0.0667389,5.15013, TRUE, 
248,2.25321,2.89768,0.0706591,5.18953, TRUE, 
249,2.25694,2.89013,0.0750184,5.24463, TRUE, 
250,2.26267,2.88219,0.0798563,5.29433, TRUE, 
251,2.27108,2.87377,0.0853197,5.33162, TRUE, 
252,2.2816,2.86486,0.0914279,5.36353, TRUE, 
253,2.29343,2.85548,0.0981462,5.40009, TRUE, 
254,2.30729,2.84553,0.105663,5.43538, TRUE, 
255,2.32371,2.83508,0.114044,5.46296, TRUE, 
256,2.34239,2.82423,0.123283,5.48616, TRUE, 
257,2.36174,2.81219,0.133801,5.53574, TRUE, 
258,2.3851,2.79937,0.14584,5.56992, TRUE, 
259,2.4108,2.7855,0.15953,5.61492, TRUE, 
260,2.44233,2.77146,0.174883,5.61537, TRUE, 
261,2.47985,2.75643,0.192822,5.58383, TRUE, 
262,2.52228,2.74176,0.212356,5.51324, TRUE, 
263,2.56927,2.72711,0.23392,5.41616, TRUE, 
264,2.61805,2.71234,0.257263,5.31933, TRUE, 
265,2.66843,2.69787,0.282081,5.21866, TRUE, 
266,2.71939,2.68549,0.306434,5.1037, TRUE, 
267,2.77325,2.67362,0.332426,4.97733, TRUE, 
268,2.83005,2.66031,0.362293,4.85399, TRUE, 
269,2.88402,2.64978,0.389975,4.73356, TRUE, 
270,2.93676,2.64131,0.416417,4.61568, TRUE, 
271,2.9904,2.63301,0.444321,4.50075, TRUE, 
272,3.04384,2.62519,0.473021,4.39101, TRUE, 
273,3.09265,2.6211,0.496586,4.29393, TRUE, 
274,3.12791,2.62236,0.508632,4.22434, TRUE, 
275,3.15048,2.6308,0.505833,4.18588, TRUE, 
276,3.16263,2.64457,0.490896,4.17496, TRUE, 
277,3.16521,2.66084,0.46819,4.18564, TRUE, 
278,3.15392,2.68407,0.430247,4.23366, TRUE, 
279,3.13607,2.70834,0.389325,4.2961, TRUE, 
280,3.11172,2.73305,0.347314,4.37215, TRUE, 
281,3.0787,2.75929,0.303119,4.47255, TRUE, 
282,3.04598,2.78197,0.266363,4.56745, TRUE, 
283,3.0117,2.8045,0.231901,4.66654, TRUE, 
284,2.97481,2.82652,0.200097,4.77579, TRUE, 
285,2.93491,2.84897,0.169977,4.89991, TRUE, 
286,2.89786,2.86667,0.147539,5.01104, TRUE, 
287,2.86553,2.87849,0.132831,5.10162, TRUE, 
288,2.83822,2.88591,0.123446,5.17237, TRUE, 
289,2.8137,2.89149,0.116346,5.23839, TRUE, 
290,2.7875,2.89732,0.109174,5.31217, TRUE, 
291,2.7625,2.90215,0.103214,5.38567, TRUE, 
292,2.73509,2.90774,0.0967076,5.47737, TRUE, 
293,2.70984,2.91189,0.0917248,5.56575, TRUE, 
294,2.68944,2.91358,0.0890614,5.62861, TRUE, 
295,2.67025,2.91453,0.0870746,5.68476, TRUE, 
296,2.64731,2.917,0.0837897,5.76892, TRUE, 
297,2.62585,2.91863,0.081276,5.85124, TRUE, 
298,2.60396,2.92029,0.0787683,5.94451, TRUE, 
299,2.58326,2.92137,0.0767745,6.0368, TRUE, 
300,2.56714,2.92077,0.0761902,6.09791, TRUE, 
301,2.55209,2.91993,0.0758239,6.15614, TRUE, 
302,2.54107,2.91765,0.076619,6.18944, TRUE, 
303,2.53063,2.91533,0.0774722,6.22485, TRUE, 
304,2.51997,2.91319,0.0781817,6.26997, TRUE, 
305,2.51053,2.91073,0.0791572,6.3124, TRUE, 
306,2.50157,2.90834,0.0801134,6.35722, TRUE, 
307,2.49484,2.90522,0.0816825,6.39045, TRUE, 
308,2.48851,2.9021,0.0832771,6.42889, TRUE, 
309,2.48419,2.89849,0.0853283,6.45597, TRUE, 
310,2.48129,2.89464,0.0876489,6.47745, TRUE, 
311,2.47964,2.89079,0.0900774,6.49377, TRUE, 
312,2.47709,2.88704,0.0923887,6.53191, TRUE, 
313,2.47512,2.88293,0.0950002,6.57681, TRUE, 
314,2.47558,2.87818,0.0982724,6.60718, TRUE, 
315,2.47925,2.8729,0.102219,6.61198, TRUE, 
316,2.48413,2.86728,0.10659,6.61643, TRUE, 
317,2.49094,2.86155,0.111294,6.61067, TRUE, 
318,2.49958,2.85523,0.11671,6.59826, TRUE, 
319,2.51016,2.84832,0.122898,6.57927, TRUE, 
320,2.52129,2.84109,0.12955,6.57154, TRUE, 
321,2.53165,2.83394,0.136221,6.59132, TRUE, 
322,2.54409,2.82622,0.143756,6.60699, TRUE, 
323,2.56066,2.81795,0.152471,6.59274, TRUE, 
324,2.57759,2.80928,0.161839,6.59687, TRUE, 
325,2.59811,2.80005,0.172483,6.58073, TRUE, 
326,2.6212,2.79039,0.184273,6.55695, TRUE, 
327,2.64353,2.77977,0.197226,6.57492, TRUE, 
328,2.67013,2.76828,0.212177,6.57451, TRUE, 
329,2.70142,2.75575,0.229565,6.55487, TRUE, 
330,2.73541,2.74227,0.249164,6.54191, TRUE, 
331,2.77386,2.72782,0.271557,6.51741, TRUE, 
332,2.81844,2.71237,0.297464,6.46469, TRUE, 
333,2.86879,2.69641,0.326694,6.38268, TRUE, 
334,2.92261,2.68047,0.358389,6.2896, TRUE, 
335,2.98331,2.66398,0.394539,6.1603, TRUE, 
336,3.04809,2.64717,0.434493,6.0194, TRUE, 
337,3.11717,2.63074,0.477917,5.85816, TRUE, 
338,3.19124,2.61319,0.527393,5.68715, TRUE, 
339,3.26539,2.59716,0.578114,5.51468, TRUE, 
340,3.33723,2.58317,0.62826,5.34843, TRUE, 
341,3.40288,2.57272,0.673559,5.19738, TRUE, 
342,3.46556,2.56449,0.716788,5.05221, TRUE, 
343,3.53429,2.55406,0.769175,4.89333, TRUE, 
344,3.59998,2.54562,0.820073,4.74315, TRUE, 
345,3.65703,2.54394,0.85784,4.61803, TRUE, 
346,3.71133,2.5454,0.890056,4.51076, TRUE, 
347,3.73834,2.55872,0.883444,4.47595, TRUE, 
348,3.74403,2.5837,0.838302,4.51002, TRUE, 
349,3.73591,2.6172,0.764473,4.59523, TRUE, 
350,3.70256,2.66116,0.655029,4.75243, TRUE, 
351,3.66026,2.70402,0.548427,4.92027, TRUE, 
352,3.60939,2.74838,0.443359,5.1073, TRUE, 
353,3.5513,2.79307,0.346005,5.31074, TRUE, 
354,3.49363,2.82898,0.274376,5.4914, TRUE, 
355,3.43333,2.8607,0.217053,5.67627, TRUE, 
356,3.37946,2.88221,0.180921,5.82829, TRUE, 
357,3.33411,2.89552,0.159282,5.94256, TRUE, 
358,3.28879,2.90767,0.140674,6.06194, TRUE, 
359,3.24331,2.91902,0.124348,6.18628, TRUE, 
360,3.20156,2.92717,0.112755,6.30152, TRUE, 
361,3.15711,2.93618,0.100914,6.44102, TRUE, 
362,3.11944,2.94101,0.0940653,6.55065, TRUE, 
363,3.08212,2.94545,0.0879152,6.67804, TRUE, 
364,3.05184,2.94657,0.0852156,6.76049, TRUE, 
365,3.02514,2.94659,0.0836908,6.83474, TRUE, 
366,2.99623,2.94737,0.0814366,6.92764, TRUE, 
367,2.96967,2.9474,0.0799434,7.01984, TRUE, 
368,2.94294,2.94751,0.0783981,7.12823, TRUE, 
369,2.91499,2.94786,0.0766197,7.26236, TRUE, 
370,2.89527,2.94587,0.0770656,7.33733, TRUE, 
371,2.8727,2.94459,0.0767952,7.44792, TRUE, 
372,2.85176,2.94285,0.0769435,7.55729, TRUE, 
373,2.83044,2.9412,0.0769744,7.67832, TRUE, 
374,2.81207,2.93874,0.0777483,7.78871, TRUE, 
375,2.7969,2.93561,0.0791775,7.87696, TRUE, 
376,2.78522,2.93179,0.081295,7.94111, TRUE, 
377,2.77463,2.92779,0.0836082,8.00747, TRUE, 
378,2.76653,2.92342,0.086355,8.05572, TRUE, 
379,2.75833,2.91907,0.089098,8.12081, TRUE, 
380,2.75193,2.91438,0.0922213,8.1798, TRUE, 
381,2.74815,2.90942,0.095768,8.21718, TRUE, 
382,2.7435,2.90483,0.0989966,8.27949, TRUE, 
383,2.74195,2.89967,0.102944,8.31628, TRUE, 
384,2.74361,2.89411,0.107524,8.32365, TRUE, 
385,2.74802,2.88802,0.112843,8.31039, TRUE, 
386,2.75169,2.88209,0.118087,8.3246, TRUE, 
387,2.75747,2.87577,0.123956,8.32735, TRUE, 
388,2.76587,2.86904,0.130567,8.31169, TRUE, 
389,2.77378,2.86194,0.137613,8.32654, TRUE, 
390,2.78264,2.85476,0.145018,8.3493, TRUE, 
391,2.79194,2.84726,0.152942,8.39155, TRUE, 
392,2.8063,2.83898,0.162417,8.38584, TRUE, 
393,2.82216,2.83073,0.172334,8.38071, TRUE, 
394,2.84154,2.82197,0.183557,8.3503, TRUE, 
395,2.86181,2.81253,0.195991,8.33941, TRUE, 
396,2.88397,2.80246,0.209801,8.33508, TRUE, 
397,2.90954,2.79204,0.225046,8.31171, TRUE, 
398,2.93811,2.78084,0.242276,8.28377, TRUE, 
399,2.96804,2.76903,0.261125,8.27506, TRUE, 
400,2.99992,2.75663,0.28181,8.27983, TRUE, 
401,3.03525,2.74341,0.305046,8.28278, TRUE, 
402,3.07772,2.72977,0.331477,8.22439, TRUE, 
403,3.12521,2.71556,0.361135,8.13845, TRUE, 
404,3.17721,2.70084,0.394163,8.0322, TRUE, 
405,3.23765,2.68515,0.43276,7.86938, TRUE, 
406,3.30257,2.66951,0.474921,7.6816, TRUE, 
407,3.37081,2.65406,0.520417,7.47957, TRUE, 
408,3.43829,2.64027,0.565759,7.27766, TRUE, 
409,3.50934,2.62809,0.612695,7.04576, TRUE, 
410,3.5782,2.6178,0.658365,6.8234, TRUE, 
411,3.64808,2.6068,0.7083,6.60965, TRUE, 
412,3.71427,2.59767,0.756039,6.41028, TRUE, 
413,3.7769,2.58943,0.802944,6.22707, TRUE, 
414,3.83346,2.58401,0.843702,6.06239, TRUE, 
415,3.87463,2.5862,0.862759,5.94113, TRUE, 
416,3.89598,2.59764,0.851889,5.8819, TRUE, 
417,3.89633,2.61944,0.806246,5.89553, TRUE, 
418,3.88103,2.6443,0.744692,5.95639, TRUE, 
419,3.85236,2.67426,0.66611,6.06361, TRUE, 
420,3.81819,2.70447,0.586985,6.18573, TRUE, 
421,3.77169,2.73584,0.504987,6.34407, TRUE, 
422,3.72029,2.76706,0.427409,6.51828, TRUE, 
423,3.67014,2.79342,0.365301,6.67875, TRUE, 
424,3.62533,2.81317,0.32071,6.8065, TRUE, 
425,3.57936,2.83146,0.281506,6.93991, TRUE, 
426,3.53739,2.84461,0.253774,7.05199, TRUE, 
427,3.49608,2.85659,0.229592,7.16374, TRUE, 
428,3.4586,2.865,0.212419,7.26097, TRUE, 
429,3.42555,2.87047,0.200664,7.33843, TRUE, 
430,3.38748,2.8786,0.185273,7.45568, TRUE, 
431,3.35202,2.88492,0.17325,7.56414, TRUE, 
432,3.3188,2.88984,0.163686,7.66378, TRUE, 
433,3.28949,2.8928,0.157195,7.74868, TRUE, 
434,3.2654,2.89349,0.154033,7.80422, TRUE, 
435,3.23777,2.89584,0.148686,7.8939, TRUE, 
436,3.21286,2.89707,0.144973,7.97043, TRUE, 
437,3.19045,2.89744,0.142495,8.03979, TRUE, 
438,3.16875,2.89762,0.140311,8.10986, TRUE, 
439,3.15078,2.89659,0.139779,8.1552, TRUE, 
440,3.13444,2.89519,0.139778,8.1941, TRUE, 
441,3.11645,2.89457,0.138786,8.25465, TRUE, 
442,3.09803,2.89414,0.137549,8.32964, TRUE, 
443,3.08369,2.89246,0.137977,8.38052, TRUE, 
444,3.0672,2.89156,0.137379,8.4586, TRUE, 
445,3.05616,2.88916,0.13881,8.49447, TRUE, 
446,3.04523,2.88678,0.140209,8.54184, TRUE, 
447,3.03043,2.8855,0.140091,8.63863, TRUE, 
448,3.01856,2.88341,0.141067,8.71845, TRUE, 
449,3.0113,2.88045,0.143352,8.75758, TRUE, 
450,3.00615,2.877,0.146344,8.7857, TRUE, 
451,3.00135,2.87361,0.149309,8.82133, TRUE, 
452,2.99999,2.86955,0.153341,8.82967, TRUE, 
453,3.00053,2.86516,0.157949,8.82845, TRUE, 
454,3.00352,2.8604,0.163274,8.81083, TRUE, 
455,3.00535,2.85605,0.168087,8.81882, TRUE, 
456,3.00742,2.85175,0.172932,8.83668, TRUE, 
457,3.01185,2.84678,0.178847,8.84145, TRUE, 
458,3.01778,2.84158,0.185289,8.84272, TRUE, 
459,3.0232,2.83667,0.19143,8.86425, TRUE, 
460,3.03012,2.83142,0.198252,8.88379, TRUE, 
461,3.04024,2.82558,0.206315,8.88125, TRUE, 
462,3.05352,2.81946,0.21533,8.85564, TRUE, 
463,3.06902,2.81255,0.22584,8.8226, TRUE, 
464,3.08654,2.80525,0.237417,8.78422, TRUE, 
465,3.10502,2.79765,0.249827,8.75409, TRUE, 
466,3.12407,2.78969,0.263132,8.73877, TRUE, 
467,3.14492,2.78154,0.277378,8.72262, TRUE, 
468,3.17049,2.77261,0.294001,8.67581, TRUE, 
469,3.19962,2.76333,0.312396,8.60942, TRUE, 
470,3.23154,2.75335,0.333031,8.53747, TRUE, 
471,3.26445,2.74238,0.356036,8.48604, TRUE, 
472,3.29775,2.73116,0.380309,8.45449, TRUE, 
473,3.33408,2.71893,0.407738,8.42615, TRUE, 
474,3.37115,2.70598,0.437399,8.42529, TRUE, 
475,3.41744,2.69212,0.472396,8.36172, TRUE, 
476,3.47276,2.67688,0.514107,8.24883, TRUE, 
